place_id,place_name,coords,geometry
{'place_id': '07d9e7fdab880001'},Shell,"[27.968692054195525, -26.189624591190697, 27.968692054195525, -26.189624591190697]",POINT (27.968692054195525 -26.189624591190697)
{'place_id': 'f5dc06f666866167'},"Bisho, South Africa","[27.4163837, -32.8729828, 27.4631374, -32.8252404]",POINT (27.439760550000003 -32.8491116)
{'place_id': 'd3d46bdc072ad347'},"Vryburg, South Africa","[24.6565185, -27.0016931, 24.7703747, -26.894228]",POINT (24.7134466 -26.947960549999994)
"{'place_id': 'cc95b56a28712044', 'coordinates': {'type': 'Point', 'coordinates': [28.1706, -25.8744]}}","Centurion, South Africa","[28.0010585, -25.9448996, 28.2712217, -25.7768617]",POINT (28.1361401 -25.860880649999995)
{'place_id': 'df6eef91c0b398f0'},"Mkhambathini, South Africa","[30.3943989, -30.0462003, 30.680372, -29.6255616]",POINT (30.53738545 -29.83588095)
{'place_id': '684e8f78d394af2b'},"Louwville, South Africa","[17.9900477, -32.9278648, 18.0292263, -32.9084969]",POINT (18.009637 -32.91818085)
{'place_id': 'b306800856658a03'},"Trichardt, South Africa","[29.2187963, -26.5038729, 29.2379352, -26.4830533]",POINT (29.228365750000002 -26.4934631)
"{'coordinates': {'type': 'Point', 'coordinates': [27.98386642, -26.09499267]}, 'place_id': 'd73e8f8ebdd03aff'}","Randburg, South Africa","[27.8925632, -26.1368652, 28.0223519, -25.9025742]",POINT (27.95745755 -26.0197197)
"{'coordinates': {'type': 'Point', 'coordinates': [24.7627, -28.74]}, 'place_id': '79c23a5b40729c2d'}","Kimberley, South Africa","[24.7079525, -28.8097482, 24.8197127, -28.6816236]",POINT (24.7638326 -28.7456859)
{'place_id': '07d9f39db0086002'},"Carletonville, Merafong City, Onyx Dr","[27.39351750455527, -26.354469359105217, 27.39351750455527, -26.354469359105217]",POINT (27.39351750455527 -26.354469359105217)
{'place_id': '0b5e2b9e97d44000'},Zen 63 Lounge & Restaurant,"[28.161623, -26.3587, 28.161623, -26.3587]",POINT (28.161623 -26.3587)
"{'coordinates': {'type': 'Point', 'coordinates': [31.05519, -25.78932]}, 'place_id': '94fa4a4e67494449'}","Barberton, South Africa","[31.0052964, -25.8009503, 31.0675631, -25.7532058]",POINT (31.036429749999996 -25.77707805)
{'place_id': '07d9eb26af883000'},AECOM Sandton Office,"[28.075742498859743, -26.106243038999107, 28.075742498859743, -26.106243038999107]",POINT (28.075742498859743 -26.106243038999107)
{'place_id': 'b9ee6c4fd817b172'},"Dassenhoek, South Africa","[30.7766845, -29.8675964, 30.8060611, -29.8345788]",POINT (30.7913728 -29.851087600000003)
"{'coordinates': {'type': 'Point', 'coordinates': [28.3327, -26.1741]}, 'place_id': 'a02e6c261fa62b42'}","Benoni, South Africa","[28.2722463, -26.2315204, 28.4449594, -26.0681935]",POINT (28.358602849999997 -26.14985695)
"{'coordinates': {'type': 'Point', 'coordinates': [28.04207012, -26.2160877]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': 'ace5f33acd47c646'},"Zebediela, South Africa","[29.2041368, -24.3533927, 29.3422831, -24.287201]",POINT (29.273209950000002 -24.32029685)
{'place_id': 'd910633ba92fe7e1'},"Port Shepstone, South Africa","[30.4230496, -30.7581621, 30.4600626, -30.7145998]",POINT (30.4415561 -30.736380949999997)
{'place_id': '07d9e47fdcc81000'},Durban Beach Front,"[31.03795857945997, -29.85036703342887, 31.03795857945997, -29.85036703342887]",POINT (31.03795857945997 -29.85036703342887)
{'place_id': '07d9f34814c87000'},Beach Hotel Durban,"[31.038960807608607, -29.855702660853098, 31.038960807608607, -29.855702660853098]",POINT (31.038960807608607 -29.855702660853098)
"{'coordinates': {'type': 'Point', 'coordinates': [31.06929061, -29.72573249]}, 'place_id': 'c884a1b7e3a91f5e'}","Umhlanga, South Africa","[31.0346564, -29.7608195, 31.0944587, -29.7082913]",POINT (31.06455755 -29.734555399999998)
"{'coordinates': {'type': 'Point', 'coordinates': [28.12572611, -25.94093801]}, 'place_id': '46c1b1ab24d7e11a'}","Midrand, South Africa","[28.0140761, -26.0572574, 28.1930256, -25.9195514]",POINT (28.10355085 -25.9884044)
"{'coordinates': {'type': 'Point', 'coordinates': [27.9454697, -26.1296074]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': 'b54ce5e50983cca6'},"Thembalethu, South Africa","[22.4622063, -34.0314369, 22.5097808, -33.9947438]",POINT (22.48599355 -34.01309035)
{'place_id': '07d9d4ea25c86001'},"D Les building, University of Johannesburg","[27.997167757833143, -26.18543938143903, 27.997167757833143, -26.18543938143903]",POINT (27.997167757833143 -26.18543938143903)
{'place_id': 'a12a977f0f38cc67'},"Stilfontein, South Africa","[26.7272435, -26.9100953, 26.8979931, -26.8051071]",POINT (26.812618300000004 -26.857601199999998)
{'place_id': 'fd5b6538c0f1d3c2'},"Lidgetton, South Africa","[30.0954937, -29.4474034, 30.1053469, -29.4376539]",POINT (30.1004203 -29.44252865)
{'place_id': '11a3e023b5574001'},Sasol Riverlea,"[27.98552874, -26.21556702, 27.98552874, -26.21556702]",POINT (27.98552874 -26.21556702)
{'place_id': '7625b06bb7a47da0'},"Parys, South Africa","[27.4343981, -26.9403852, 27.511349, -26.8851567]",POINT (27.47287355 -26.912770950000002)
"{'coordinates': {'type': 'Point', 'coordinates': [28.3038193, -26.2151342]}, 'place_id': '8cf7ccf25599cb2b'}","Wattville, South Africa","[28.2887458, -26.2356409, 28.3196324, -26.2078296]",POINT (28.3041891 -26.221735250000002)
{'place_id': 'a5b2f95e2525aa3d'},"Mapumulo, South Africa","[30.7230999, -30.0872476, 30.8146163, -30.0007708]",POINT (30.768858100000003 -30.0440092)
"{'coordinates': {'type': 'Point', 'coordinates': [30.96393585, -29.74232075]}, 'place_id': 'a8bb86295be7f9a9'}","Kwa-Mashu, South Africa","[30.9493659, -29.7637775, 31.031045, -29.7131172]",POINT (30.990205449999998 -29.73844735)
{'place_id': '07d9f81278888000'},Daantjie,"[31.188199282396678, -25.433880168991315, 31.188199282396678, -25.433880168991315]",POINT (31.188199282396678 -25.433880168991315)
{'place_id': '07d9dc410f086000'},Rocklands Beach,"[18.392048349461305, -33.90960081261671, 18.392048349461305, -33.90960081261671]",POINT (18.392048349461305 -33.90960081261671)
{'place_id': '07d9d7a3fb487000'},Phabeni Gate Kruger National Park,"[31.261136085036863, -25.154898412999902, 31.261136085036863, -25.154898412999902]",POINT (31.261136085036863 -25.154898412999902)
"{'coordinates': {'type': 'Point', 'coordinates': [30.4107, -29.65378]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [19.2401, -34.42123]}, 'place_id': '3e7b74aed804d360'}","Hermanus, South Africa","[19.179036, -34.4380636, 19.3026716, -34.396046]",POINT (19.2408538 -34.4170548)
"{'coordinates': {'type': 'Point', 'coordinates': [27.97432647, -26.07974893]}, 'place_id': 'd73e8f8ebdd03aff'}","Randburg, South Africa","[27.8925632, -26.1368652, 28.0223519, -25.9025742]",POINT (27.95745755 -26.0197197)
{'place_id': '07d9f503bf486000'},Auckland park,"[27.99846018035374, -26.184681643020117, 27.99846018035374, -26.184681643020117]",POINT (27.99846018035374 -26.184681643020117)
"{'coordinates': {'type': 'Point', 'coordinates': [27.87218571, -26.14349589]}, 'place_id': '1744381d2805a216'}","Roodepoort, South Africa","[27.771294, -26.2656942, 27.9772907, -26.0197293]",POINT (27.87429235 -26.14271175)
{'place_id': 'eed171346ed45a1c'},"Kwakwatsi, South Africa","[27.5757848, -27.2352767, 27.604857, -27.2213557]",POINT (27.590320900000002 -27.228316200000002)
{'place_id': '07d9e1479d083001'},Soshanguve ext7,"[28.0801781872342, -25.606898853548955, 28.0801781872342, -25.606898853548955]",POINT (28.0801781872342 -25.606898853548955)
"{'place_id': '1abfe1951f690f46', 'coordinates': {'type': 'Point', 'coordinates': [28.18221, -25.40778]}}","Ga-Mokone, South Africa","[28.1162334, -25.4451117, 28.1880454, -25.3736392]",POINT (28.1521394 -25.40937545)
"{'place_id': 'a02e6c261fa62b42', 'coordinates': {'type': 'Point', 'coordinates': [28.3695699, -26.1510854]}}","Benoni, South Africa","[28.2722463, -26.2315204, 28.4449594, -26.0681935]",POINT (28.358602849999997 -26.14985695)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.19468915, -25.74617769]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '07d9d7e959485001'},Midrand Central,"[28.182259379988707, -25.996948801571456, 28.182259379988707, -25.996948801571456]",POINT (28.182259379988707 -25.996948801571456)
{'place_id': '07d9e6f412c81001'},Frankfort,"[28.540433, -27.1678, 28.540433, -27.1678]",POINT (28.540433 -27.1678)
{'place_id': '07d9f25d34884000'},Kwamhlanga,"[28.717172528805087, -25.401386574833435, 28.717172528805087, -25.401386574833435]",POINT (28.717172528805087 -25.401386574833435)
"{'place_id': 'f7c6dc7b4ee0909f', 'coordinates': {'type': 'Point', 'coordinates': [28.08783531, -25.61260284]}}","Akasia, South Africa","[28.0463545, -25.691801, 28.1922853, -25.6020338]",POINT (28.1193199 -25.6469174)
{'place_id': '07d9d2fbd6088000'},Jorissen Place,"[28.03357, -26.193837, 28.03357, -26.193837]",POINT (28.03357 -26.193837)
{'place_id': '07d9dca2b9c84004'},Zwartkops International Raceway,"[28.111784937145487, -25.81009677420185, 28.111784937145487, -25.81009677420185]",POINT (28.111784937145487 -25.81009677420185)
"{'place_id': '80d77440d7bd9308', 'coordinates': {'type': 'Point', 'coordinates': [28.276915, -26.23567596]}}","Boksburg, South Africa","[28.1894483, -26.4014473, 28.308244, -26.128581]",POINT (28.248846149999995 -26.26501415)
"{'place_id': 'ab42d0293a346841', 'coordinates': {'type': 'Point', 'coordinates': [18.42341, -34.13815]}}","Fish Hoek, South Africa","[18.3696757, -34.1518114, 18.4450249, -34.112106]",POINT (18.407350299999997 -34.1319587)
{'place_id': '408371c0579ee09e'},"Matatiele, South Africa","[28.7794366, -30.3521399, 28.8273325, -30.3215417]",POINT (28.803384549999997 -30.3368408)
{'place_id': '07d9e5813f081001'},Lagoon Beach,"[18.483144382890107, -33.89185088365318, 18.483144382890107, -33.89185088365318]",POINT (18.483144382890107 -33.89185088365318)
{'place_id': '6f8caae5dee7bf69'},"Namahadi, South Africa","[28.48769, -27.2737791, 28.521967, -27.2452831]",POINT (28.504828500000006 -27.2595311)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.00420163, -26.16455193]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': '07d9cefc57884000'},Somewhere in Africa,"[28.13548, -26.35747, 28.13548, -26.35747]",POINT (28.13548 -26.35747)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.06045532, -26.21659308]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.04426568, -26.17683528]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': '592fdce20b6dd61f', 'coordinates': {'type': 'Point', 'coordinates': [25.69102357, -33.55283842]}}","Addo, South Africa","[25.681364, -33.5609389, 25.7033267, -33.5433822]",POINT (25.69234535 -33.552160549999996)
{'place_id': '4653d709954cc372'},"De Aar, South Africa","[23.9845795, -30.7053242, 24.0228804, -30.6270998]",POINT (24.00372995 -30.666212)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.16147804, -25.73286996]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '07d9e8044e487000'},University of Pretoria: CSC,"[28.23127860164333, -25.755278435483092, 28.23127860164333, -25.755278435483092]",POINT (28.23127860164333 -25.755278435483092)
{'place_id': 'c9725c0154d637bc'},"Sir Lowry's Pass, South Africa","[18.8998738, -34.1293844, 18.9255019, -34.1143289]",POINT (18.91268785 -34.12185665)
{'place_id': '07d9d62a22082002'},Barberton Mall,"[31.051462763291795, -25.78681229509584, 31.051462763291795, -25.78681229509584]",POINT (31.051462763291795 -25.78681229509584)
"{'coordinates': {'type': 'Point', 'coordinates': [28.4367695, -26.3140907]}, 'place_id': 'fb4d9b85c6daedc1'}","Nigel, South Africa","[28.3402051, -26.4724026, 28.5549008, -26.309542]",POINT (28.44755295 -26.3909723)
"{'coordinates': {'type': 'Point', 'coordinates': [28.19468915, -25.74617769]}, 'place_id': '0e587c59401d0a27'}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '07d9cec86d481001'},Engineering III-5,"[28.22852585276555, -25.754615883364405, 28.22852585276555, -25.754615883364405]",POINT (28.22852585276555 -25.754615883364405)
{'place_id': 'a7a609bf437d16af'},"Maboloko, South Africa","[27.8281651, -25.4540141, 27.8723541, -25.410394]",POINT (27.8502596 -25.43220405)
"{'coordinates': {'type': 'Point', 'coordinates': [28.16621719, -26.13134031]}, 'place_id': 'e76b82fd63966faf'}","Edenvale, South Africa","[28.1113844, -26.1631758, 28.1958331, -26.1055635]",POINT (28.15360875 -26.13436965)
"{'coordinates': {'type': 'Point', 'coordinates': [28.26508641, -26.17032534]}, 'place_id': '80d77440d7bd9308'}","Boksburg, South Africa","[28.1894483, -26.4014473, 28.308244, -26.128581]",POINT (28.248846149999995 -26.26501415)
"{'coordinates': {'type': 'Point', 'coordinates': [18.41859, -33.92053]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'coordinates': {'type': 'Point', 'coordinates': [18.48058343, -34.09778368]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'coordinates': {'type': 'Point', 'coordinates': [28.05434445, -26.10600312]}, 'place_id': '178a87b8e2eaa375'}","Sandton, South Africa","[27.9829939, -26.1362658, 28.1382322, -25.9811502]",POINT (28.06061305 -26.058708)
{'place_id': '07d9d80a64484001'},Soshanguve V V (ext6),"[28.08564833431242, -25.576823635044075, 28.08564833431242, -25.576823635044075]",POINT (28.08564833431242 -25.576823635044075)
{'place_id': '516ea191448bd39a'},"Melkbosstrand, South Africa","[18.4195724, -33.7612582, 18.4686486, -33.6493333]",POINT (18.4441105 -33.705295750000005)
"{'coordinates': {'type': 'Point', 'coordinates': [27.9405195, -26.2409184]}, 'place_id': 'e4e259b0eab4b283'}","Diepkloof, South Africa","[27.9274609, -26.2655175, 27.9642311, -26.2315891]",POINT (27.945846000000003 -26.2485533)
{'place_id': '07d9d1cb7c484000'},Newtown Junction,"[28.031737246498324, -26.20086445329837, 28.031737246498324, -26.20086445329837]",POINT (28.031737246498324 -26.20086445329837)
"{'coordinates': {'type': 'Point', 'coordinates': [28.0673644, -26.2600755]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'coordinates': {'type': 'Point', 'coordinates': [30.38214035, -29.58783775]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': 'a95cd22c7aeeee1b'},"Reivilo, South Africa","[24.1659774, -27.5773287, 24.197439, -27.5402142]",POINT (24.1817082 -27.558771450000002)
"{'coordinates': {'type': 'Point', 'coordinates': [18.46980855, -34.10813864]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9e04c05486005'},Steve Biko Campus,"[31.00797747186375, -29.853951927040168, 31.00797747186375, -29.853951927040168]",POINT (31.00797747186375 -29.853951927040168)
{'place_id': '07d9f6865a487000'},Durban University of Techonolgy Ritson,"[31.00653814678129, -29.85218236630975, 31.00653814678129, -29.85218236630975]",POINT (31.00653814678129 -29.85218236630975)
{'place_id': 'eca08d7ae81b38d2'},"Zinkwazi Beach, South Africa","[31.4285193, -29.2959745, 31.4441245, -29.2750893]",POINT (31.436321900000003 -29.285531900000002)
{'place_id': '07d9d58e11884002'},CopperLeaf Estate,"[28.04614170727975, -25.880901472765977, 28.04614170727975, -25.880901472765977]",POINT (28.04614170727975 -25.880901472765977)
"{'coordinates': {'type': 'Point', 'coordinates': [28.05692, -26.20255]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': '07d9d6c891488001'},University Of Johannesburg (Kingsway Campus Bus Stop),"[27.999448689326943, -26.18163446903397, 27.999448689326943, -26.18163446903397]",POINT (27.999448689326943 -26.18163446903397)
{'place_id': 'ef5eddfd102ee3cc'},"Mmamahabane, South Africa","[27.1393147, -28.0999227, 27.1554272, -28.0820043]",POINT (27.14737095 -28.0909635)
{'place_id': '45b4abd58eadc175'},"Nomzamo, South Africa","[18.8514534, -34.1222928, 18.8697643, -34.1081712]",POINT (18.86060885 -34.115232)
{'place_id': '07d9f12aa4486001'},Seasons Resort & Spa,"[27.855459474836866, -25.696135102364664, 27.855459474836866, -25.696135102364664]",POINT (27.855459474836866 -25.696135102364664)
"{'coordinates': {'type': 'Point', 'coordinates': [30.3973804, -29.59207226]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': 'b4768548f821494f'},"Kwadabeka, South Africa","[30.8796534, -29.7873399, 30.937885, -29.7549458]",POINT (30.9087692 -29.77114285)
{'place_id': '07d9e3c009888004'},Muizenberg Beach,"[18.47074270248413, -34.10839345928985, 18.47074270248413, -34.10839345928985]",POINT (18.47074270248413 -34.10839345928985)
"{'coordinates': {'type': 'Point', 'coordinates': [18.44123434, -33.92632593]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '4e656aba611963ae'},"Elliot, South Africa","[27.8132731, -31.3461642, 27.8759146, -31.2989358]",POINT (27.844593850000003 -31.32255)
{'place_id': '07d9f02469481000'},Mangaung Metro Municipality,"[26.2151619223483, -29.115447733262563, 26.2151619223483, -29.115447733262563]",POINT (26.2151619223483 -29.115447733262563)
{'place_id': 'cb99ffdd6f66f657'},"Mlungisi, South Africa","[26.8420231, -31.930462, 26.871972, -31.901769]",POINT (26.85699755 -31.9161155)
"{'coordinates': {'type': 'Point', 'coordinates': [28.13712, -25.89738]}, 'place_id': 'cc95b56a28712044'}","Centurion, South Africa","[28.0010585, -25.9448996, 28.2712217, -25.7768617]",POINT (28.1361401 -25.860880649999995)
{'place_id': '07d9e775da487000'},Steelpoort,"[30.186472415068454, -24.743121210322084, 30.186472415068454, -24.743121210322084]",POINT (30.186472415068454 -24.743121210322084)
{'place_id': '09811ed2f1950000'},Sasol @ Mphophomeni,"[30.17972755432129, -29.555665969848633, 30.17972755432129, -29.555665969848633]",POINT (30.17972755432129 -29.555665969848633)
{'place_id': '8abc52d09f75ea30'},"Ladybrand, South Africa","[27.4105358, -29.2344951, 27.5113659, -29.1515789]",POINT (27.460950850000003 -29.193037)
{'place_id': '23acc538167fea69'},"Tikwana, South Africa","[25.9096968, -27.8466133, 25.9367713, -27.833194]",POINT (25.923234049999998 -27.839903650000004)
{'place_id': 'c65ecbd91ece945c'},"Mafahlaneng, South Africa","[28.5031428, -27.5549945, 28.522454, -27.5398493]",POINT (28.5127984 -27.547421900000003)
{'place_id': '898ab5b8457800b6'},"Lydenburg, South Africa","[30.4366595, -25.142309, 30.5190472, -25.0564169]",POINT (30.47785335 -25.09936295)
"{'coordinates': {'type': 'Point', 'coordinates': [18.7082975, -33.86324321]}, 'place_id': '42dfd07e3a20e0ee'}","Brackenfell, South Africa","[18.6705652, -33.9098713, 18.7487481, -33.85319]",POINT (18.70965665 -33.88153065)
{'place_id': '607d3d4010541143'},"Mashishing, South Africa","[30.4019305, -25.1004441, 30.4341882, -25.0764519]",POINT (30.41805935 -25.088448000000003)
{'place_id': '7c73f4339bb1a057'},"Maphunulo, South Africa","[30.822897, -30.0685812, 30.8653209, -30.0401085]",POINT (30.84410895 -30.054344849999996)
"{'coordinates': {'type': 'Point', 'coordinates': [27.8667, -26.2667]}, 'place_id': '7efc470da463c9f0'}","Soweto, South Africa","[27.7947598, -26.3054355, 27.9557837, -26.2074073]",POINT (27.875271750000007 -26.2564214)
{'place_id': '71fb3ea197c62943'},"Inchanga, South Africa","[30.6363758, -29.7474811, 30.6876485, -29.6839493]",POINT (30.662012150000002 -29.7157152)
{'place_id': '0a64059364d71001'},Umlazi V Section,"[30.921495, -29.964656, 30.921495, -29.964656]",POINT (30.921495 -29.964656)
"{'coordinates': {'type': 'Point', 'coordinates': [18.4194, -33.925]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9ca6a98c81000'},St. Georges Cathedral,"[18.419363908246716, -33.924610277526206, 18.419363908246716, -33.924610277526206]",POINT (18.419363908246716 -33.924610277526206)
{'place_id': 'b5917231812a20e5'},"Port Edward, South Africa","[30.1728594, -31.0843274, 30.2308531, -31.0385903]",POINT (30.20185625 -31.06145885)
{'place_id': '07d9f68b7d085001'},Boitekong Mall,"[27.27527262353542, -25.610425624680122, 27.27527262353542, -25.610425624680122]",POINT (27.27527262353542 -25.610425624680122)
{'place_id': 'a4455a416e93d207'},"San Lameer, South Africa","[30.2848538, -30.95078, 30.304884, -30.9335126]",POINT (30.2948689 -30.9421463)
"{'coordinates': {'type': 'Point', 'coordinates': [18.4700566, -33.9610256]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9e7e8da488001'},Pretoria Gardens,"[28.156241901007856, -25.723763220251545, 28.156241901007856, -25.723763220251545]",POINT (28.156241901007856 -25.723763220251545)
{'place_id': '07d9f51437087000'},"Pimville, Zone 5","[27.90571659511385, -26.2725096743464, 27.90571659511385, -26.2725096743464]",POINT (27.90571659511385 -26.2725096743464)
"{'coordinates': {'type': 'Point', 'coordinates': [28.0456, -26.2044]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': 'f57ed5bbde6e9bc8'},"Komatipoort, South Africa","[31.9399204, -25.4508038, 31.9740801, -25.4204734]",POINT (31.95700025 -25.435638599999997)
{'place_id': '8bddec5b0f556a0e'},"Ventersburg, South Africa","[27.1182592, -28.092388, 27.1477444, -28.0714465]",POINT (27.133001800000002 -28.08191725)
{'place_id': '6473dd0fcae72c54'},"Port Alfred, South Africa","[26.8500589, -33.618205, 26.9249861, -33.547256]",POINT (26.8875225 -33.5827305)
{'place_id': '07d9ee1846486004'},Kite beach,"[18.47742591957018, -33.82338431361031, 18.47742591957018, -33.82338431361031]",POINT (18.47742591957018 -33.82338431361031)
{'place_id': '0fd537cab2546000'},Total Chloorkop,"[28.18687796, -26.06891396, 28.18687796, -26.06891396]",POINT (28.18687796 -26.06891396)
{'place_id': '0fc2b29701d55000'},Bloubergstrand,"[18.475924730300903, -33.821986004705934, 18.475924730300903, -33.821986004705934]",POINT (18.475924730300903 -33.821986004705934)
{'place_id': '69993b399de50c23'},"Flagstaff, South Africa","[29.4686144, -31.1052462, 29.5196119, -31.0488831]",POINT (29.49411315 -31.07706465)
"{'coordinates': {'type': 'Point', 'coordinates': [31.03391, -29.86113]}, 'place_id': '9d7cae88ff6a29f5'}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
{'place_id': '15280ba9ef25a47b'},"Umzinto, South Africa","[30.6481038, -30.3334801, 30.685777, -30.2815199]",POINT (30.6669404 -30.307499999999997)
"{'coordinates': {'type': 'Point', 'coordinates': [27.93317061, -26.01918832]}, 'place_id': 'd73e8f8ebdd03aff'}","Randburg, South Africa","[27.8925632, -26.1368652, 28.0223519, -25.9025742]",POINT (27.95745755 -26.0197197)
{'place_id': '96f0eb7d66dca276'},"Luthuli, South Africa","[30.7436227, -30.1926237, 30.8342464, -30.118164]",POINT (30.78893455 -30.15539385)
{'place_id': '3fd88666795b8729'},"Hoopstad, South Africa","[25.8956857, -27.8759815, 25.963982, -27.7954913]",POINT (25.92983385 -27.835736400000002)
{'place_id': '07d9dbdb2c882002'},Church Square,"[28.18800623634878, -25.74636568336799, 28.18800623634878, -25.74636568336799]",POINT (28.18800623634878 -25.74636568336799)
"{'coordinates': {'type': 'Point', 'coordinates': [18.38943958, -33.91234484]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '1899e0272d54221c'},"Glen Harvie, South Africa","[27.5972822, -26.3951411, 27.6337156, -26.3700494]",POINT (27.6154989 -26.38259525)
{'place_id': '791db6ebbc282ed2'},"Seymour, South Africa","[26.7492483, -32.563764, 26.7744949, -32.547047]",POINT (26.7618716 -32.5554055)
{'place_id': 'f2ed69b71ac73a35'},"Coffee Bay, South Africa","[29.1436297, -31.991217, 29.1552626, -31.977788]",POINT (29.149446150000003 -31.9845025)
{'place_id': '5ff385332d1b378e'},"Queensburgh, South Africa","[30.8727422, -29.8995034, 30.9359721, -29.8462084]",POINT (30.904357150000003 -29.8728559)
{'place_id': 'd7b3e2ef980567d0'},"Alldays, South Africa","[29.0794792, -22.7010136, 29.1284485, -22.6621361]",POINT (29.10396385 -22.68157485)
{'place_id': '07d9de9129488001'},Mdumbi Beach,"[29.1837215423584, -31.95500242768782, 29.1837215423584, -31.95500242768782]",POINT (29.1837215423584 -31.95500242768782)
{'place_id': '0cbbf9f142150001'},Kiara Lodge - The Trout & Mallard,"[28.562909, -28.509081, 28.562909, -28.509081]",POINT (28.562909 -28.509081)
"{'coordinates': {'type': 'Point', 'coordinates': [28.20050535, -26.252981]}, 'place_id': '1465fdb4074020c2'}","Germiston, South Africa","[28.119808, -26.3203251, 28.240063, -26.137332]",POINT (28.1799355 -26.228828550000003)
{'place_id': '07d9e5f05f488000'},Barnato Hall Residence (Wits University),"[28.025170683222594, -26.18701549354711, 28.025170683222594, -26.18701549354711]",POINT (28.025170683222594 -26.18701549354711)
{'place_id': '188e74753f8f2cf1'},"Postmasburg, South Africa","[23.0482262, -28.3479001, 23.0945555, -28.2924156]",POINT (23.07139085 -28.32015785)
{'place_id': '07d9d7763ac81000'},West Walk Durban City,"[31.017273867117026, -29.85930013240124, 31.017273867117026, -29.85930013240124]",POINT (31.017273867117026 -29.85930013240124)
