place_id,place_name,coords,geometry
{'place_id': '12cd1181bc28a987'},"Inanda, South Africa","[30.9119502, -29.7230138, 30.9822979, -29.6455305]",POINT (30.947124050000003 -29.684272149999998)
"{'coordinates': {'type': 'Point', 'coordinates': [31.06973099, -29.70084193]}, 'place_id': '046e502f3c4e0e3b'}","Tongaat, South Africa","[30.9140819, -29.7180166, 31.1842265, -29.5006541]",POINT (31.0491542 -29.60933535)
{'place_id': '74b2aa05d95d374d'},"Ballito, South Africa","[31.1814119, -29.5723789, 31.22641, -29.5170926]",POINT (31.20391095 -29.544735750000005)
{'place_id': 'e4e259b0eab4b283'},"Diepkloof, South Africa","[27.9274609, -26.2655175, 27.9642311, -26.2315891]",POINT (27.945846000000003 -26.2485533)
{'place_id': '2fb8a73edbe9e9e1'},"Kylemore, South Africa","[18.941969, -33.9289094, 18.9599515, -33.9091576]",POINT (18.95096025 -33.9190335)
{'place_id': '00f65b8ae8433d6f'},"Phoenix, South Africa","[30.9752365, -29.7383051, 31.0378472, -29.6649126]",POINT (31.00654185 -29.70160885)
{'place_id': '9cb62cf35dcf392d'},"Mabopane, South Africa","[27.9456449, -25.5511807, 28.0897592, -25.359426]",POINT (28.01770205 -25.45530335)
{'place_id': 'fac0f37794c4db56'},"Klerksdorp, South Africa","[26.5449086, -26.9235497, 26.7417183, -26.7975464]",POINT (26.64331345 -26.860548050000002)
{'place_id': '79c23a5b40729c2d'},"Kimberley, South Africa","[24.7079525, -28.8097482, 24.8197127, -28.6816236]",POINT (24.7638326 -28.7456859)
{'place_id': '9ab8eb3a133c2d6a'},"Middelburg, South Africa","[29.4093511, -25.8328381, 29.5234928, -25.7013722]",POINT (29.466421949999997 -25.767105150000003)
{'place_id': '07d9e46598488003'},FNB Stadium,"[27.982367, -26.234897, 27.982367, -26.234897]",POINT (27.982367 -26.234897)
{'place_id': '4781990f0b70ba7c'},"Saulsville, South Africa","[28.0180608, -25.8002531, 28.0683128, -25.7628725]",POINT (28.0431868 -25.7815628)
{'place_id': 'a8bb86295be7f9a9'},"Kwa-Mashu, South Africa","[30.9493659, -29.7637775, 31.031045, -29.7131172]",POINT (30.990205449999998 -29.73844735)
{'place_id': 'b2f54de9a432a7ee'},"Mount Fletcher, South Africa","[28.4822621, -30.7086023, 28.5328618, -30.671228]",POINT (28.50756195 -30.689915149999997)
{'place_id': 'e67af02fdcecf127'},"La Mercy, South Africa","[31.0744305, -29.6520842, 31.1413227, -29.5849231]",POINT (31.107876599999997 -29.61850365)
{'place_id': '4c2efc61819f24d2'},"Pongola, South Africa","[31.6011306, -27.3886693, 31.634047, -27.3644893]",POINT (31.617588800000004 -27.3765793)
"{'coordinates': {'type': 'Point', 'coordinates': [28.0300359, -26.24445877]}, 'place_id': 'e564d30dc173d2a8'}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
{'place_id': 'c868453ba42bc5a2'},"Shelly Beach, South Africa","[30.3974557, -30.8201963, 30.4246532, -30.7778009]",POINT (30.41105445 -30.798998599999997)
{'place_id': '07d9d3d61f088002'},University Of Limpopo - Turfloop Campus,"[29.736408388212013, -23.886247267605114, 29.736408388212013, -23.886247267605114]",POINT (29.736408388212013 -23.886247267605114)
{'place_id': '361333be7544d77e'},"Sebokeng, South Africa","[27.8039233, -26.6162142, 27.8897333, -26.5198666]",POINT (27.8468283 -26.5680404)
{'place_id': 'a37f8d6fbbfe38b6'},"Marble Hall, South Africa","[29.2754042, -24.9984457, 29.3141051, -24.9592479]",POINT (29.29475465 -24.9788468)
{'place_id': 'af5141916468f1a7'},"Welkom, South Africa","[26.6531735, -28.0087128, 26.8045557, -27.8937977]",POINT (26.728864600000005 -27.951255250000003)
{'place_id': '7ebcdec90c500fed'},"Swartruggens, South Africa","[26.6646875, -25.6662551, 26.7115764, -25.6308727]",POINT (26.68813195 -25.6485639)
{'place_id': '89dc7f094d61bf26'},"Esikhawini, South Africa","[31.8809948, -28.8926583, 31.9271734, -28.8555478]",POINT (31.9040841 -28.874103050000002)
{'place_id': 'a52d60033b57c5c7'},"Alberton, South Africa","[28.05319, -26.3907475, 28.1504779, -26.2457648]",POINT (28.10183395 -26.31825615)
{'place_id': 'f7c6dc7b4ee0909f'},"Akasia, South Africa","[28.0463545, -25.691801, 28.1922853, -25.6020338]",POINT (28.1193199 -25.6469174)
{'place_id': '88cf231591416b11'},"Mdantsane, South Africa","[27.6375413, -33.0043221, 27.790976, -32.9156233]",POINT (27.71425865 -32.9599727)
{'place_id': '74a72b4ef7894eb4'},"Springs, South Africa","[28.3884227, -26.3364754, 28.6276528, -26.1570961]",POINT (28.50803775 -26.24678575)
{'place_id': '1e99b009b4f39bdf'},"Tswelelang, South Africa","[25.9666249, -27.2393203, 25.9872994, -27.2120365]",POINT (25.97696215 -27.2256784)
{'place_id': 'b964df62a07c6a22'},"Newcastle, South Africa","[29.8854332, -27.7995377, 30.0177879, -27.7042999]",POINT (29.951610549999998 -27.7519188)
{'place_id': 'd60dc4d045ec0b66'},"Malamulele, South Africa","[30.6794077, -23.0359032, 30.7218533, -22.988121]",POINT (30.7006305 -23.0120121)
{'place_id': '126098c0d6178000'},DHL Stadium,"[18.411133289337158, -33.9034584046336, 18.411133289337158, -33.9034584046336]",POINT (18.411133289337158 -33.9034584046336)
{'place_id': '3c3927904eaceaa2'},"Umlazi, South Africa","[30.8259955, -30.0121548, 30.9453829, -29.9306007]",POINT (30.885689199999998 -29.97137775)
{'place_id': '07d9c9d8d1086006'},Southern Sun Montecasino,"[28.01544683000679, -26.02553848610568, 28.01544683000679, -26.02553848610568]",POINT (28.01544683000679 -26.02553848610568)
{'place_id': '005189fc87c37e49'},"Beachview, South Africa","[25.3113419, -34.0058502, 25.3358564, -33.9940344]",POINT (25.32359915 -33.9999423)
{'place_id': '5cec72198f148645'},"Ebony Park, South Africa","[28.165292, -26.0086342, 28.1904336, -25.9902843]",POINT (28.1778628 -25.99945925)
{'place_id': 'f46102f64b68e431'},"Tembisa, South Africa","[28.1798618, -26.0358262, 28.2543163, -25.9592972]",POINT (28.21708905 -25.997561699999995)
{'place_id': 'a2ba9514c7b23daa'},"Richard's Bay, South Africa","[31.9704705, -28.8264237, 32.1442604, -28.6994881]",POINT (32.05736545 -28.762955900000005)
{'place_id': '666e4f309a76e024'},"Edendale, South Africa","[30.2411022, -29.7313938, 30.3379618, -29.6308843]",POINT (30.289532 -29.68113905)
{'place_id': '95279ce91fbb09fe'},"Orange Farm, South Africa","[27.8224815, -26.5223581, 27.886833, -26.4408042]",POINT (27.85465725 -26.48158115)
{'place_id': '98665f7e92424b02'},"Kraaifontein, South Africa","[18.6635684, -33.8770655, 18.7906474, -33.769571]",POINT (18.7271079 -33.82331825)
{'place_id': '3536e91fa37f8443'},"Verulam, South Africa","[30.9929577, -29.6853869, 31.0969534, -29.6157468]",POINT (31.04495555 -29.65056685)
{'place_id': 'd8209c269b33f774'},"Beacon Bay, South Africa","[27.9180529, -32.9855576, 27.9660008, -32.9451375]",POINT (27.942026849999998 -32.965347550000004)
{'place_id': 'd84de98a367147d4'},"Marloth Park, South Africa","[31.7538558, -25.3990696, 31.8153134, -25.3296942]",POINT (31.784584600000002 -25.3643819)
{'place_id': 'd813e76847d3c5a7'},"Stutterheim, South Africa","[27.3879511, -32.603996, 27.4874386, -32.5032142]",POINT (27.43769485 -32.5536051)
{'place_id': 'a627b5d30dd4ec66'},"Randfontein, South Africa","[27.5451179, -26.2794983, 27.777813, -26.0954594]",POINT (27.66146545 -26.187478849999998)
{'place_id': '07d9d6757d080002'},Industria,"[27.973959744114193, -26.202856851292935, 27.973959744114193, -26.202856851292935]",POINT (27.973959744114193 -26.202856851292935)
{'place_id': 'afeb9f3d18dc109e'},"Dundee, South Africa","[30.1998356, -28.2, 30.2672086, -28.1265939]",POINT (30.233522100000002 -28.16329695)
{'place_id': '4e21645930b9b531'},"Lenasia, South Africa","[27.810449, -26.3507302, 27.8879003, -26.2954462]",POINT (27.84917465 -26.3230882)
{'place_id': 'e76b82fd63966faf'},"Edenvale, South Africa","[28.1113844, -26.1631758, 28.1958331, -26.1055635]",POINT (28.15360875 -26.13436965)
{'place_id': 'afc182454e8bdb6e'},"Motherwell, South Africa","[25.535966, -33.843319, 25.6225587, -33.769738]",POINT (25.57926235 -33.8065285)
{'place_id': '07d9f5005f086000'},Sandton SDA Church,"[28.064355529007994, -26.02044779223767, 28.064355529007994, -26.02044779223767]",POINT (28.064355529007994 -26.02044779223767)
{'place_id': '27b2c17b988dcc52'},"eMalahleni, South Africa","[29.0788593, -25.9971906, 29.3804417, -25.7928753]",POINT (29.229650499999998 -25.89503295)
{'place_id': '98ae6f225ff3d8a8'},"Jeffreys Bay, South Africa","[24.869799, -34.1177813, 24.9345968, -34.0055565]",POINT (24.9021979 -34.0616689)
{'place_id': '3e7b74aed804d360'},"Hermanus, South Africa","[19.179036, -34.4380636, 19.3026716, -34.396046]",POINT (19.2408538 -34.4170548)
{'place_id': 'db8a85083b631e4f'},"Parow, South Africa","[18.5572133, -33.944865, 18.6229821, -33.8575372]",POINT (18.5900977 -33.9012011)
{'place_id': '1c9cae1b049b65c3'},"Phokeng, South Africa","[27.1279175, -25.6401438, 27.2126675, -25.5457758]",POINT (27.1702925 -25.592959800000003)
{'place_id': '6b23415ca0fabc6c'},"Vosloorus, South Africa","[28.1713026, -26.3867134, 28.2344359, -26.3236242]",POINT (28.20286925 -26.3551688)
{'place_id': '2e623eac9401669f'},"Mthatha, South Africa","[28.7082667, -31.6597153, 28.8377317, -31.541546]",POINT (28.7729992 -31.60063065)
{'place_id': 'b743bd4031dd59a1'},"Somerset West, South Africa","[18.7154438, -34.2703306, 18.980373, -33.9999679]",POINT (18.8479084 -34.13514925)
"{'place_id': 'd98aef293ae7311d', 'coordinates': {'type': 'Point', 'coordinates': [28.22183454, -26.14605001]}}","Kempton Park, South Africa","[28.1581593, -26.1689943, 28.3280005, -26.0027295]",POINT (28.2430799 -26.0858619)
{'place_id': '61f339216c93e1f9'},"New Germany, South Africa","[30.8616502, -29.8200973, 30.9005443, -29.7758308]",POINT (30.88109725 -29.79796405)
{'place_id': 'dfc037f64a373ac8'},"Kagiso, South Africa","[27.759883, -26.1820597, 27.8211823, -26.1369441]",POINT (27.790532649999996 -26.159501900000002)
{'place_id': '3406801cbc960764'},"Sea View, South Africa","[25.3424572, -34.0229492, 25.3817506, -34.002606]",POINT (25.3621039 -34.0127776)
