,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
0,@unisa the 3rd January registration is it for new students who want to study but couldn't ? Let's say iam I was doing matric?,2017-12-31,POINT (30.64531945 -29.81931455),1100,0,0,0,0,0.7,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,6
1,Report to universities for your free education‚ Malema encourages the poor https://t.co/1qapFgwP0H via @TimesLIVE,2017-12-31,POINT (27.968098050000002 -26.276138500000002),2059,0,0,0,0,0.3272727272727272,0.1681818181818181,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
2,"Question phrased wrong, “which university did you attend?”

* “which institution did you study at?” Colleges are also part of higher education.
#DateMyFamily",2017-12-31,POINT (18.595652049999998 -34.067997950000006),4882,1,1,11,0,0.65,-0.171875,Negative,Western Cape,City of Cape Town,City of Cape Town,43
3,UCT really sending us emails about fees on new years eve 😂.,2017-12-31,POINT (31.17284725 -29.584473850000006),1151,0,0,5,0,0.4875,0.0333333333333333,Positive,KwaZulu-Natal,eThekwini,eThekwini,58
4,"@MargieOrford Somehow, however difficult 2017 has been, it’s been a year of agency &amp; activism. We can only build on the little gains achieved in student fees, political agitation &amp; imminent changes. I see 2018 as the year of the fall of the dictator!",2017-12-31,POINT (30.3411427 -30.88849915),2819,2,0,6,0,0.4111111111111111,-0.1777777777777777,Negative,KwaZulu-Natal,Ugu,Ray Nkonyeni,2
5,"Not to mention how “free education” will be the most expensive thing to happen to SA tertiary education. It’ll incentivize wasteful expenditure among universities, and won’t do much to improve quality in the poorer institutions.

Those same first-years will be worse off🙄 https://t.co/Ny3DpHPybg",2017-12-31,POINT (18.4961166 -33.8234111),35436,6,8,9,0,0.4,0.2,Positive,Western Cape,City of Cape Town,City of Cape Town,113
6,"Everything was just a constant struggle, and afterwards you're just subtly excluded by some of your friends even. My friends suspensions and court cases by the University. Messy relationships, and craping by academically.",2017-12-31,POINT (25.5553161 -33.90756195),2601,0,1,2,0,0.4448412698412698,0.2365079365079364,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7,"In April i deregistered from Stellenbosch University, it was difficult but it needed to be done. Stellenbosch wasn't a good place for me mentally esp in Res and the classrooms because of my involvement is Fees Must Fall and Student Politics.",2017-12-31,POINT (25.5553161 -33.90756195),2601,0,2,5,1,0.5208333333333333,0.0541666666666666,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
8,Zuma says free education if the students pass their matric they must go to university next year https://t.co/R0Pk3C5yGb,2017-12-31,POINT (27.875271750000007 -26.2564214),2210,1,0,2,0,0.6333333333333333,-0.2,Negative,Gauteng,City of Johannesburg,City of Johannesburg,37
9,"@SheConquersSA Start sexual education at an early age, teens are inquisitive and if they’re taught early they will know the right time of having sex. I’m old school, anyone pregnant must not go to school that includes the boy father",2017-12-31,POINT (18.4241 -33.9249),1267,1,1,3,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
10,"When I started using pen in my primary school, and I made a mistake, I would try hard to erase it before submitting to my teacher.......",2017-12-31,POINT (28.184066 -25.75260515),10673,4,1,3,0,0.1,-0.1,Negative,Gauteng,City of Tshwane,City of Tshwane,60
11,@Unathi_Kwaza What are they going to do with all the matriculants that occupy the universities and all the people they call on to occupy the land If they’re in power in 2019 are they going call on everyone to unoccupy everything because their policies bring instant relief? creating false hope?,2017-12-31,POINT (27.8575825 -33.02201395),292,0,0,0,0,0.4857142857142857,0.3071428571428571,Positive,Eastern Cape,Buffalo City,Buffalo City,19
12,"on the road...
-
-
#NewJob #moving #academia #PhDlife #PhDchat #lecturer #roadtrip #UCT",2017-12-31,POINT (18.4241 -33.9249),1139,0,2,1,0,0.5399999999999999,0.16,Positive,Western Cape,City of Cape Town,City of Cape Town,115
13,Report to universities for your free education‚ Malema encourages the poor https://t.co/T3gtP5p2dL via @Julius_S_Malema no brain cells,2017-12-31,POINT (27.875271750000007 -26.2564214),694,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
14,United being Arsenal that spent St Stithians school fees,2017-12-30,POINT (28.10355085 -25.9884044),13263,0,1,1,1,0.4266666666666666,0.1166666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
15,@ItIsSeRomeo @maggsnaidu @Julius_S_Malema My question was more on people being called to go to universities even though they have not applied for 2018 admission. Akere we still have to apply and be admitted as spaces are limited then we can enjoy free education,2017-12-30,POINT (27.968098050000002 -26.276138500000002),1349,1,3,11,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
16,You're so used 2 a 40%pass mark in high school but youll get 2 varsity where its 50%... How is the Department of Education helping children?,2017-12-30,POINT (30.7006305 -23.0120121),802,0,0,0,0,0.7,0.0,Neutral,Limpopo,Vhembe,Collins Chabane,23
17,"Before you spend all your money this festive season, don't forget about school fees because your home can be attached if you default: https://t.co/7bhUXaKoTY",2017-12-30,POINT (28.1799355 -26.228828550000003),4868,0,0,1,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,39
18,"@shabash That's true. But with that said, just one scholarship, whether it's the NRF or something else is not enough for Ph.D. or Masters for that matter. Some supervisors are very human and will pay for the student's fees so that the student's scholarship money all goes to the student.",2017-12-30,POINT (18.4241 -33.9249),14636,0,1,0,0,0.375,-0.140625,Negative,Western Cape,City of Cape Town,City of Cape Town,115
19,Chowed my school fees https://t.co/E7bA24rUKJ,2017-12-30,POINT (27.41591825 -24.582006149999998),1320,0,0,0,0,0.3905555555555556,-0.1301388888888889,Negative,Limpopo,Waterberg,Thabazimbi,2
20,Report to universities for your free education‚ Malema encourages the poor https://t.co/pnMWG724qO via @TimesLIVE,2017-12-30,POINT (26.213109600000003 -29.10658805),325,0,0,0,0,0.72,0.28,Positive,Free State,Mangaung,Mangaung,19
21,@NdabaShandu Here is a link of what malema said...https://t.co/D0gWhPWeGi,2017-12-30,POINT (18.595652049999998 -34.067997950000006),2380,1,1,1,0,0.625,-0.0033333333333333,Negative,Western Cape,City of Cape Town,City of Cape Town,43
22,"I never understand going after the other woman.... Deal with your man honey, burn his things, cut his member but leave the other woman alone! https://t.co/1uhoGJ7HMh",2017-12-30,POINT (30.827055750000003 -29.77067315),2268,0,1,2,1,1.0,0.675,Positive,KwaZulu-Natal,eThekwini,eThekwini,9
23,"@sure_kamhunga Classic dumbing down of basic education requirements favours only useless teachers and destroys the future of students. Until teachers are held accountable for student results, we as a country are doomed to fail. I believe there are no dumb children only useless educators.",2017-12-30,POINT (18.407350299999997 -34.1319587),2085,1,2,8,2,0.65,0.45,Positive,Western Cape,City of Cape Town,City of Cape Town,64
24,"This is why...
1. Our education system is in disarray. 
2. Some pupils don't even qualify to go to tertiary. 
3. Some students end up dropping out or getting academically excluded, because the transition from 30% in high school to the 50% required pass mark in uni is quite huge. https://t.co/bw0qm4mhyR",2017-12-30,POINT (27.875271750000007 -26.2564214),69,0,0,1,0,0.0666666666666666,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
25,Do other universities charge very exuberant amounts of money for tuition and accommodation or Nelson Mandela University is generally affordable.,2017-12-30,POINT (29.49411315 -31.07706465),523,0,0,0,0,0.0,0.0,Neutral,Eastern Cape,O.R.Tambo,Ngquza Hill,6
26,"Bruhhh there was this beautiful and playful baby at the event, she was so adorable. For a minute I wished she was mine then I remembered school fees and all that finance stuff so I decided I’ll just continue to play with people’s children",2017-12-30,POINT (18.4241 -33.9249),1396,0,2,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
27,Top court confirms Free State University’s English-only language policy https://t.co/4q8RpKrwnJ via @BDliveSA,2017-12-29,POINT (26.213109600000003 -29.10658805),325,0,0,0,0,0.3571428571428571,0.0,Neutral,Free State,Mangaung,Mangaung,19
28,Wait guys did the pya deactivate the wits src twitter page ?? 😳🤦🏾‍♂️,2017-12-29,POINT (28.6871158 -26.12703865),471,0,0,0,0,0.4089285714285714,0.2214285714285714,Positive,Mpumalanga,Nkangala,Victor Khanye,1
29,"@Zombie_Phil Your Challenger one got me into so much trouble at school. I drew the explosion and the teacher wasn't to happy about me, something of me being disrespectful or something.",2017-12-29,POINT (28.06061305 -26.058708),1847,0,1,0,0,1.0,0.4,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
30,"#FillUpDeDeur #5DaysOfGlory #CrossingOverInto2018
Today we had Back-to-school  prayer for our Students at DeDeur. Education is the Key to success, it will open doors for you. https://t.co/FVZ3TPzeNl",2017-12-29,POINT (27.98574025 -26.444662450000003),4168,5,1,25,0,0.0,0.0,Neutral,Gauteng,Sedibeng,Midvaal,5
31,"one last visit to campus &amp; this view before leaving town tomorrow morning...
-
-
#NewJob #moving #academia #PhDlife #PhDchat #lecturer #roadtrip #UCT https://t.co/5NCUyypGqP",2017-12-29,POINT (18.4241 -33.9249),1139,1,0,7,0,0.2388888888888888,0.0861111111111111,Positive,Western Cape,City of Cape Town,City of Cape Town,115
32,"Yup, always taking our unofficial clothes ""@Colourphuza: Do u remember that one teacher who used to act like a principal at your school..""",2017-12-29,POINT (28.32572955 -26.56272195),3828,1,0,0,0,0.3833333333333333,0.0499999999999999,Positive,Gauteng,Sedibeng,Lesedi,3
33,"@Vin_Gallo @mthombothi @Magda_Wierzycka We are tolerating white people who oppressed us, took our land, deprived us education and skills...who now lecture us about what we think",2017-12-29,POINT (30.97257945 -29.9006358),3903,0,1,0,0,0.5088888888888888,0.1966666666666666,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
34,@Moratwe_ Also think about what THEY sacrificed to make sure you didn’t go to bed hungry or even ensured your school fees are paid and that you are  clothed.,2017-12-29,POINT (28.06061305 -26.058708),69350,0,1,0,0,0.6000000000000001,0.15,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
35,This judgment isn't a threat to Afrikaans. Ons praat die taal. Ons skryf in die taal. Ons sing in die taal. Ens. This judgment is simply a threat to exclusionary pedagogical policies that are a throwback to the 1950s and 1960s when universities were segregated formally.,2017-12-29,POINT (28.06061305 -26.058708),406121,555,59,977,29,0.4295238095238095,0.039047619047619,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
36,"Institutional racism comes in many guises: linguistic chauvinism under the pretence of an inalienable right to mother tongue education at university is one such blunt tactic to exclude others. This constitutional court judgment is on point - bakgat, in fact, to use Afrikaans ☺",2017-12-29,POINT (28.06061305 -26.058708),406121,303,43,520,19,0.375,0.1041666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
37,"Think you not understanding my argument.. Take for example, in forways there is is a school call AISJ, people who teach ""foundation phase"" are people who are specialists not ""Bed graduates"" people with MSc and PhDs. What I'm saying is, the knowledge of the teacher it's important https://t.co/naAJmEFdRo",2017-12-29,POINT (28.248846149999995 -26.26501415),5468,0,1,0,0,0.3033333333333333,0.08,Positive,Gauteng,Ekurhuleni,Ekurhuleni,43
38,"That, could cover my rent
That, my vehicle installment
That, my son's school fees
That, my medical aid
Insurances 
Retail

Lemme stop 
😢😢💔😢😢 https://t.co/E0dsg0OtyS",2017-12-28,POINT (31.4685919 -28.887859449999997),23897,1,0,0,0,0.2666666666666666,-0.0166666666666666,Negative,KwaZulu-Natal,Uthungulu,uMlalazi,11
39,"Let's try this again:
1) Miss Wits First Princess
2) Didn't burn down my apartment
3) Passed 2nd year
4) Dealt with my anxiety/depression 
5) Put myself first https://t.co/sDFkWeJvnY",2017-12-28,POINT (28.184066 -25.75260515),4855,0,1,16,2,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
40,The same sister in law is making the lady's husband pay for her child's PRIVATE SCHOOL FEES yet his kids go to normal schools,2017-12-28,POINT (30.97257945 -29.9006358),1730,0,1,0,0,1.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
41,"@DaddyFlexy @50cent Great album!! It basically describes us, our hard background, poverty and how we always stayed on the hustle. Made sure we get our education.Shout out to all my niggaz. @DaddyFlexy , Action, Fav P, Wesley, Musa, Preacher. We really went hard on hip hop in high school.",2017-12-28,POINT (30.990205449999998 -29.73844735),1118,0,0,0,0,0.4,0.2,Positive,KwaZulu-Natal,eThekwini,eThekwini,46
42,"@RSApolitics No let’s wait for universities to re-open so that when chaos erupt because of his reckless free education rollout is expected. it needs to embarrass him as a seating Head of State, not someone else. He must tell us how he planned to roll it out",2017-12-28,POINT (28.10355085 -25.9884044),24,0,0,0,0,0.4333333333333333,0.2166666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
43,Next year I'm going into student accommodation. Affordable furnished ensuites,2017-12-28,POINT (27.968098050000002 -26.276138500000002),881,0,0,0,0,0.4333333333333333,0.2166666666666666,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
44,"University Graduate / Junior Worker
Entrepreneur
Got a nice car you bought
Serious about securing the bag
Got ambitions on buying property

If you’re female &amp; relate with the above, don’t be suprised to be single or struggling with men. The struggle is becoz you’re STRONGER💪🏽",2017-12-28,POINT (30.3537815 -29.6163998),15539,11,0,14,1,0.6875,-0.3125,Negative,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
45,@gumede783 @GodfreyZihlwele @SACP1921 Nonsense argument .Hear same argument by the conservative presenter @KienoKammies of @CapeTalk .Up until Grade 12 we did not pay tuition fees.Only a school fee optional.Never affected standards.We had little resources on top.,2017-12-28,POINT (18.4241 -33.9249),9123,0,0,0,0,0.6466666666666666,0.0866666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,115
46,"Isukile #Repost nelwah_xo (get_repost)
・・・
Last old school Friday Dance
sprytzpremiumlounge it's… https://t.co/Qm8kvGagPb",2017-12-28,POINT (30.3537815 -29.6163998),38891,0,0,1,0,0.5555555555555556,0.0222222222222222,Positive,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
47,"Dagga Muffins in grade 10... 

One hommie was still so high he went to school on a public holiday and slept in the school yard, teacher caught him and he snitched 😂 https://t.co/miIx2wgxQe",2017-12-27,POINT (30.3537815 -29.6163998),6526,2,1,0,0,0.4922619047619047,0.1797619047619048,Positive,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
48,@mjoniya_j @ThekgoSgaDiale @Msihles @Nape_MM NFSAS currently paying R3100 per bed double room as long as there’s compliance with minimum norms and standards for student accommodation,2017-12-27,POINT (28.10355085 -25.9884044),499,0,1,0,0,0.3999999999999999,-0.0333333333333333,Negative,Gauteng,City of Johannesburg,City of Johannesburg,132
49,"• a group took space muffins and someone ended up in hospital 
•a group drank alcohol on school property and got banned from the grade 11 dance. 

Etc. etc. https://t.co/8n5HC2qp0Y",2017-12-27,POINT (30.3537815 -29.6163998),12857,0,0,2,0,0.0,0.0,Neutral,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
50,"Turkana University to ensure education inclusiveness especially in Northern West region of Kenya and neighbouring countries @FredMatiangi @SDGaction @datapopalliance @Data4SDGs 

https://t.co/KScQrrdon4",2017-12-27,POINT (18.83334435 -33.928147949999996),2264,0,1,0,0,0.35,0.025,Positive,Western Cape,Cape Winelands,Stellenbosch,11
51,"This one time all the teachers in the whole school had to have a photo taken and for one hour, all students were unsupervised, and anarchy reigned. It’s since been referred to as  “The Riot”. https://t.co/6FQzgflWxf",2017-12-26,POINT (18.4961166 -33.8234111),520,0,1,6,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,113
52,"Julius Malema: Send your children to institutions of higher learning because there will be fee free education at Universities next year."" #EFFChristmasParty",2017-12-26,POINT (27.968098050000002 -26.276138500000002),6058,1,0,0,0,0.3333333333333333,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
53,Malema is urging parents to send children to institutions of higher learning because there will be fee free education at Universities next year.#EFFChristmasParty,2017-12-26,POINT (29.375138200000002 -23.848874799999997),47165,37,3,40,8,0.0,0.0,Neutral,Limpopo,Capricorn,Polokwane,12
54,"I need friends that can start a Stokvel with me we can start with a travelling stokvel./ school fees stokvel, business funding stokvel, grocery stokvel, uniform stokvel i mean this stokvel thing has worked for our parents whose in?",2017-12-26,POINT (27.968098050000002 -26.276138500000002),2809,2,2,5,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
55,"@eNCA @SABCNewsOnline He was not only a musician, he was a leader from a young age. He was an SRC Leader at Meadowlands High School. #RIPRobbieMalinga",2017-12-26,POINT (27.89356105 -26.2161891),323,1,0,3,0,0.3,-0.0499999999999999,Negative,Gauteng,City of Johannesburg,City of Johannesburg,42
56,Black student leader is telling the Black presenter the 'ideological question' needs to be resolved. Meaning from which departments should govt take the money from or will govt tax? Does not need any of these measures.Just print the money for free education.@shaeera_k @CapeTalk,2017-12-26,POINT (18.4241 -33.9249),9123,0,1,0,0,0.5399999999999999,0.16,Positive,Western Cape,City of Cape Town,City of Cape Town,115
57,A Black presenter on @CapeTalk does not know where the money for free education going to come from.Nor does the student he is speaking to right now.Even @shaeera_k .They listened to neo-classical economists who assumes on SCARCITY and INFLATION when constructing economic models. https://t.co/fwX6xVKwLA,2017-12-26,POINT (18.4241 -33.9249),9123,0,0,0,0,0.4545454545454545,0.1704545454545454,Positive,Western Cape,City of Cape Town,City of Cape Town,115
58,@YusufPeer1 Why? I am asking. I have never met them. They did not strike me as the modern and tech types. Or at least they are not portrayed as such,2017-12-25,POINT (28.06061305 -26.058708),5147,0,0,0,0,0.1375,0.075,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
59,@IamAkademiks Pay my university fees.,2017-12-25,POINT (18.595652049999998 -34.067997950000006),2380,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,43
60,"Also on the Andile kaMajola song. That song is an old song I used to sing it at Sunday school, Andile only did few arrangement on it. If he wants to fight he must fight SAMRO and produce documents thats its his lyrics not arrangement. 

https://t.co/Xi7R96NkZy",2017-12-25,POINT (27.875271750000007 -26.2564214),50748,0,1,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
61,Let me pay kids school fees. Merry Christmas 🎄,2017-12-25,POINT (27.317281350000002 -26.33659965),305,0,0,0,1,0.4714285714285715,0.1119047619047618,Positive,Gauteng,West Rand,Merafong City,6
62,Struggle to let go of mine coz it was a gift from my brother in law for my first year in university https://t.co/0kk35oZTV6,2017-12-25,POINT (18.4241 -33.9249),5454,0,0,0,0,0.8450000000000001,0.4549999999999999,Positive,Western Cape,City of Cape Town,City of Cape Town,115
63,"Mum usually buys us presents yazi 😂she stopped last year, private school fees are her gift shem. https://t.co/YoLBkNcwro",2017-12-24,POINT (27.968098050000002 -26.276138500000002),1675,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
64,"Mum’s Christmas gift to my sister is school fees, stationery, textbooks and table device. A practical Queen. ♥️",2017-12-24,POINT (27.968098050000002 -26.276138500000002),1675,1,0,1,2,0.4599999999999999,0.268125,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
65,@queenlelo_m Does the award come with Wits fees?,2017-12-24,POINT (18.4241 -33.9249),1321,0,1,0,0,0.8666666666666667,0.4666666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,115
66,"@NWUMafikeng How much is the registration fee of NWU, the prospectus is really confusing me.",2017-12-24,POINT (28.184066 -25.75260515),4853,0,0,0,0,0.55,0.375,Positive,Gauteng,City of Tshwane,City of Tshwane,60
67,😂😂😂 This just reminded me of high school. We had a teacher we used to call Dragon lady 😂😂 https://t.co/Gqhh5DatsP,2017-12-24,POINT (30.41105445 -30.798998599999997),6327,0,1,0,0,0.5399999999999999,0.16,Positive,KwaZulu-Natal,Ugu,Ray Nkonyeni,3
68,"They be feeling the pressure from us. 🔥
Now they throw shades hoping we ain't gonna come up.
New school is the shvt! https://t.co/roUECaWd63",2017-12-24,POINT (18.572995900000002 -33.98216975),3503,0,0,1,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,41
69,"Going back to school second week of Jan. I’ve been in school for so many years, missing registration dates and I’m unbothered. I give zero Fs 🤣🙃🙃🙃",2017-12-24,POINT (18.4241 -33.9249),5454,0,0,1,1,0.8,0.4,Positive,Western Cape,City of Cape Town,City of Cape Town,115
70,It me and my friends from school my dance teem at school 😎😎😎 yeah man 👌✌✌✌ https://t.co/kFDAdR567R,2017-12-24,POINT (27.875271750000007 -26.2564214),41,0,0,0,0,0.25,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,37
71,The University of the Western Cape #UWC will be increasing its fees for next year by 8% #FeesMustFall,2017-12-23,POINT (26.213109600000003 -29.10658805),651,0,0,0,0,0.0,0.0,Neutral,Free State,Mangaung,Mangaung,19
72,"I feel like you could have made a good teacher yaz, not a single student would fuck with you 😆😆 @Sneshy_Weshy",2017-12-23,POINT (31.0337358 -29.717402550000003),26410,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,48
73,"That’s very true, but having two parents as teachers, having a uniform, lunch and payed school fees can’t be nothing https://t.co/FSXqErcRI1",2017-12-23,POINT (25.3786172 -33.816201449999994),14496,0,0,0,1,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,44
74,"If your parents could pay for school fees, lunch and school uniform can we say a person came from nothing? I studied with people who couldn’t afford school fees seR20, now those are the people who came from nothing https://t.co/ARqQMsdL3T",2017-12-23,POINT (25.3786172 -33.816201449999994),14496,0,0,0,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,44
75,"Hhaa mina back in high school I had this indian teacher who was teaching us tourism ei loya mama she used to say ""I don't like your kind"" ngangimedane kuthi angimbulale ngeMpama straight!! That racist b*tch 😡 https://t.co/ll1cp4squN",2017-12-23,POINT (30.97257945 -29.9006358),1089,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
76,@Mngxitama He didn't announce free education. The Uni  is a stand alone entity they determine  their own opex. Gov will fund the grants not say ALL UNIVERSITIES are now free no tuition fees across the board,2017-12-23,POINT (27.968098050000002 -26.276138500000002),364,0,1,1,0,0.7875,0.0499999999999999,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
77,"When your family asks those irritating q’s 

Why you gain so much ?
When you finishing school?
When you getting married?

Throw it back!!

“That’s why Malume left you talk to0 much”
“Why is ur daughter on 3 kids at 21”
“Why you still broke”

Stand up for yourself!",2017-12-22,POINT (28.06061305 -26.058708),1486,0,0,3,1,0.5833333333333333,-0.125,Negative,Gauteng,City of Johannesburg,City of Johannesburg,106
78,Meet our newest signer! Conrad is a multigenerational native Deaf signer from Cali. He’s currently in grad school for Bilingual Deaf Education.  We are so thrilled to have him join our team! #asl #deaf #signlanguage #deafculture #bilingual #deaftalent https://t.co/bwtOAet0RE,2017-12-22,POINT (18.4241 -33.9249),9534,7,0,42,0,0.2142857142857142,-0.0714285714285714,Negative,Western Cape,City of Cape Town,City of Cape Town,115
79,Kana I have a friend who was bricked by a teacher in high school 🤦🏽‍♀️,2017-12-22,POINT (27.227749850000002 -25.703477300000003),3968,0,0,5,1,0.35,0.3,Positive,North West,Bojanala,Rustenburg,15
80,And UCT is increasing fees with 8% next year... #FeesMustFall,2017-12-22,POINT (28.06061305 -26.058708),8965,0,0,0,0,0.5,-0.0999999999999999,Negative,Gauteng,City of Johannesburg,City of Johannesburg,106
81,A tuition increase of 8%‚ an accommodation increase of 10% for residences‚ and a 12% increase for residence meal options for 2018 by the University of Cape Town (UCT). Free education???,2017-12-22,POINT (26.519740000000002 -33.2983435),1509,0,0,0,0,0.5,0.0,Neutral,Eastern Cape,Cacadu,Makana,4
82,"@moloko_flo0419 Yoh my mother is so next level, she will go to school ekseni (teacher) lunchtime she comes and shouts that no-one cooked. 
Ethi makabuya after school dinner better be cooked or else...",2017-12-22,POINT (30.97257945 -29.9006358),958,1,0,1,0,0.485,0.1149999999999999,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
83,*Max Price* just announced an 8% increase in UCT fees. You can’t write this stuff.,2017-12-22,POINT (27.968098050000002 -26.276138500000002),11424,0,0,2,0,0.9375,0.3,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
84,"19 YEARS Later and my high school teacher still looks young, fresh and clean. This man hasn’t aged AT ALL. Definitely made my day!
(Yes I’m old, now vokoff!🤣)",2017-12-22,POINT (29.4770012 -23.9162345),3649,0,0,1,1,0.7666666666666666,0.0222222222222222,Positive,Limpopo,Capricorn,Polokwane,22
85,"August 2017

Women's month gift from Steers S.A.

Friday profile interview with Azania.

International convention on Abortion access in Uruguay. 

Extra-curricula Sexuality education session with Sefako Makgatho University students. https://t.co/TNqTw2kycr",2017-12-22,POINT (27.968098050000002 -26.276138500000002),127213,0,1,11,0,0.65,0.325,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
86,"Tell me, after paying the house, car, grocery, school fees, water &amp; electricity, tax... What's left? https://t.co/lxmY3yb59q",2017-12-22,POINT (28.184066 -25.75260515),2534,0,0,0,0,0.8,0.4,Positive,Gauteng,City of Tshwane,City of Tshwane,60
87,This is the former Deputy President of UFS SRC 😂😂😂 https://t.co/tKzjp61rXO,2017-12-22,POINT (18.52963285 -33.9458506),5370,0,0,1,1,0.5,-0.1875,Negative,Western Cape,City of Cape Town,City of Cape Town,51
88,"@MYANC @GPSACP @_cosatu @SAPresident JAYENDRA WAS APPOINTED AS A SUPERVISORY BOARD DIRECTOR OF STEINHOFF INTERNATIONAL HOLDINGS N.V. ON 14 MARCH 2017.
Having been an activist in student and community organisations and struggles in South Africa, Jayendra became a full-time trade union organiser in 1981.",2017-12-21,POINT (27.968098050000002 -26.276138500000002),5738,1,1,1,0,0.6,0.5,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
89,My fees are outstanding njani? Yazi I'm tired fighting with Wits https://t.co/muRiDTuQJs,2017-12-21,POINT (31.399741249999998 -28.577959200000002),1030,0,0,0,0,0.85,-0.5625,Negative,KwaZulu-Natal,Uthungulu,Mthonjaneni,3
90,"I’ve been fighting since January;university  admission and registration were TOUGH.I was told I was not competent enough for the program.I had to go through all that HURT for the Breakthrough to happen and for me to say GOD you is working,I see you.”I Xikwembu xa masingita 😭❤️",2017-12-21,POINT (27.968098050000002 -26.276138500000002),5454,1,0,16,0,0.575,-0.0124999999999999,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
91,"If this man was a varsity lecturer for ang of my course load, I'd probably have never missed a single lecture",2017-12-21,POINT (28.184066 -25.75260515),604,0,1,0,0,0.611111111111111,0.25,Positive,Gauteng,City of Tshwane,City of Tshwane,60
92,"The @AdmytMe app at Kenilworth Centre is a hit and miss affair. Think I’m better off deleting my registration and taking a parking ticket, old school style",2017-12-21,POINT (18.4241 -33.9249),521,0,1,0,0,0.4133333333333333,-0.0666666666666666,Negative,Western Cape,City of Cape Town,City of Cape Town,115
93,"Your ANC goes to campaign in rural areas our villages where you find one school teacher in a class that has grade 2,3,4&amp;5 learners. Promising textbooks, corrupt people that are deployed not delivering etc. I'm not talking about something I've not seen. #ANC54",2017-12-21,POINT (28.058601700000004 -25.77982425),1807,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,72
94,#throwbackthursday with bronwynprobert taken earlier this year #student #uct #dance #dancer… https://t.co/hFqh0YXos1,2017-12-21,POINT (18.4241 -33.9249),325,0,0,0,0,0.575,-0.4,Negative,Western Cape,City of Cape Town,City of Cape Town,115
95,"@JesseKenya @wmnjoya @JamesOleKiyiapi But does the education system, knowing what we know now, prepare our kids for the current reality of no jobs, high youth unemployment and or no University? We also need to stop making universities as the only way to success.",2017-12-20,POINT (28.06061305 -26.058708),2311,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
