,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
7728,"UCT SRC Pres, SASCO WC Convener and a random Supatsela of the ANC.  https://t.co/gjIWDIpxow",2016-07-22,POINT (18.4241 -33.9249),5370,1,0,0,0,0.4888888888888889,0.2333333333333334,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7729,"Thanks @QuincyMahlangu, who else wants to see us kwasa kwasa on the show? Tweet YOUR best old school dance moves too! @sabcchildren @SABC_2",2016-07-22,POINT (18.4241 -33.9249),98295,1,2,2,0,0.2,0.3,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7730,"@ReddsSA il definitely payoff my studies , just registered with @unisa they need R5200 for a semester. Education is key fam #CrispnessInJuly",2016-07-22,POINT (26.213109600000003 -29.10658805),6911,0,0,1,0,0.1,0.0,Neutral,Free State,Mangaung,Mangaung,19
7731,@ReddsSA ie finish paying off my school fees so that i can be able to get my certificate and gradute #CrispnessInJuly,2016-07-22,POINT (27.945846000000003 -26.2485533),428,0,0,0,0,0.5399999999999999,0.16,Positive,Gauteng,City of Johannesburg,City of Johannesburg,26
7732,"spoke to a designer that will make the dress, hoping funds will go towards her settling school fees and accessories https://t.co/NKH0GC1MQg",2016-07-22,POINT (28.06061305 -26.058708),193474,5,1,1,2,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7733,Didn't Dineo's sister end an 18 year old's life? Millicent Mbonani a matric student who will never see a matric dance.,2016-07-22,POINT (28.10355085 -25.9884044),461,0,1,0,0,0.7,-0.4,Negative,Gauteng,City of Johannesburg,City of Johannesburg,132
7734,Experience is a good school but the fees are high! #Quotes #TGIF with #70vibeFm https://t.co/Eg3WlIlOY3 https://t.co/xlNS8sEaXx,2016-07-22,POINT (18.4241 -33.9249),7722,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7735,Thinking back at it... The term in which I had my matric dance was one of my best academic terms in high school.,2016-07-21,POINT (28.06061305 -26.058708),7114,1,0,2,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7736,"UJ Kingsway SRC, @ujapk_src is now trending in #CapeTown https://t.co/IgdYNrGyLv",2016-07-21,POINT (18.4241 -33.9249),19434,1,0,2,0,0.5378571428571428,0.2228571428571428,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7737,"I want that girl to finish school, graduate sooner than I am &amp; become more successful than Dineo for not enjoying her dance...kill me now 😊",2016-07-21,POINT (28.184066 -25.75260515),2063,2,0,3,1,0.3444444444444444,-0.05,Negative,Gauteng,City of Tshwane,City of Tshwane,60
7738,@Wamagaisa @263Chat @PastorEvanLive Where is the Minister of Higher and Tertiary Education in this instance? Mobilising school dropouts?,2016-07-21,POINT (27.6890729 -23.6870279),127,0,0,1,0,0.2625,0.05,Positive,Limpopo,Waterberg,Lephalale,4
7739,"UJ Kingsway SRC, @ujapk_src is now trending in #Johannesburg https://t.co/IVisF6BNzD",2016-07-21,POINT (27.968098050000002 -26.276138500000002),64158,0,0,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7740,GO TO YOUR MATRIC DANCE AND FEEL LIKE A KING/QUEEN THAT YOU ARE. MARK THE END OF YOUR SCHOOL CAREER WITH STYLE. HAVE FUN. BE CRAZY.,2016-07-21,POINT (27.7250096 -26.2820773),710,0,0,0,0,0.0,0.0,Neutral,Gauteng,West Rand,Rand West City,32
7741,"😂😂😂 I went to matric dance and I'm doing fine, did you do you matric??? Do you even have diploma nyana ya UNISA? https://t.co/lWJq19WcCd",2016-07-21,POINT (28.09468145 -25.487516900000003),428,0,0,0,0,0.7,-0.6,Negative,Gauteng,City of Tshwane,City of Tshwane,94
7742,"Since when is a Matric Dance about looking rich?? Your tone is way too condescending, you need to cut it🤔 https://t.co/VrbWra17v2",2016-07-21,POINT (30.97257945 -29.9006358),8900,0,0,0,0,0.5,0.5,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
7743,@frrlou I can tell you all the tricks. Was in this business when you were prolly still in primary school. The dance remains the same though,2016-07-21,POINT (28.184066 -25.75260515),9130,0,1,1,0,0.6000000000000001,0.7,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7744,"Somewhere at my former high school, in Southern Province, my former math teacher is lying to students that he predicted #POR would win #EURO",2016-07-21,POINT (28.184066 -25.75260515),1944,0,0,0,2,0.55,0.25,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7745,My grandm0ther never went to school but she understood the value and importance of education. For that I am thankful to her. I miss u Gogo,2016-07-21,POINT (30.97257945 -29.9006358),519,0,0,1,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7746,@amandaioannoy @unisa keep the fire burning,2016-07-21,POINT (30.9683366 -25.484198599999996),24,0,0,0,0,0.0,0.3,Positive,Mpumalanga,Ehlanzeni,Mbombela,16
7747,"19:30-20:00 Trevor Mulaudzi, University of Limpopo Lecturer, On World Toilets. @Thabisoo @CapricornFM",2016-07-21,POINT (28.10355085 -25.9884044),11807,1,0,0,0,0.6666666666666666,0.6,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
7748,@myNSFAS  in order to cover our last year's fees you have to cut food allowance money for this year is that a deal ??,2016-07-21,POINT (28.09468145 -25.487516900000003),10256,0,0,0,0,0.3333333333333333,0.3125,Positive,Gauteng,City of Tshwane,City of Tshwane,94
7749,Taking care of today so tomorrow can take care of itself #Grindin @ Wits Education Campus https://t.co/BU4fAseJ99,2016-07-21,POINT (27.968098050000002 -26.276138500000002),1375,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7750,"The lecturer says this lecture is not for exams ,only for interest and everyone logged in on IG😃",2016-07-21,POINT (31.894451150000002 -28.7588852),4810,0,0,0,0,0.6,-0.1666666666666666,Negative,KwaZulu-Natal,Uthungulu,uMhlathuze,9
7751,S/O to wits . Education campus is soooo clean now. What ???,2016-07-21,POINT (27.968098050000002 -26.276138500000002),3971,0,0,0,0,1.0,-0.7,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7752,"The struggle continues. 

https://t.co/RZO2PsTjjM",2016-07-21,POINT (26.213109600000003 -29.10658805),562,0,0,0,0,0.6000000000000001,0.7,Positive,Free State,Mangaung,Mangaung,19
7753,"#Studenthousing Nzimande says student accommodation must be addressed before ""opportunists"" take the matter forward. #sabcnews",2016-07-21,POINT (28.184066 -25.75260515),6500,6,1,1,1,0.125,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7754,"""NSFAS is the biggest funded on student accommodation"" Dr Nzimande #studenthousing",2016-07-21,POINT (28.184066 -25.75260515),38363,0,0,0,0,0.5399999999999999,0.16,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7755,#StudentHousing Nzimande says he has struggled to secure funding to improve student accommodation shortage is at 200k beds #sabcnews,2016-07-21,POINT (28.184066 -25.75260515),6500,2,0,0,0,0.3678571428571429,0.2428571428571428,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7756,#StudentHousing Nzimande says a 2011 report shows that only 5% of 1st years have university accommodation. #sabcnews,2016-07-21,POINT (28.184066 -25.75260515),6500,1,0,0,0,0.6,-0.05,Negative,Gauteng,City of Tshwane,City of Tshwane,60
7757,Nzimande says there has to be sustainable partnerships to resolve the issue of student housing in higher education.,2016-07-21,POINT (28.184066 -25.75260515),2215,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7758,Minister of Higher Education Blade Nzimande delivering his keynote address on the problem of student accomodation https://t.co/NoYZwShnaK,2016-07-21,POINT (28.184066 -25.75260515),2215,0,0,0,0,0.5714285714285714,0.2142857142857142,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7759,Stellies POC has/will never recognize SU SRC chair as their chair and it's almost the end of his term💔 he is the Michelle of the SRC.,2016-07-21,POINT (18.83334435 -33.928147949999996),3013,0,0,4,1,1.0,-0.5,Negative,Western Cape,Cape Winelands,Stellenbosch,11
7760,At Unisa - housing symposium.  Minister of Higher Education Blade Nzimande expected to make a big announcement regarding student housing,2016-07-21,POINT (28.184066 -25.75260515),190636,1,2,0,1,0.6,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7761,I went to a lecture yesterday only to be told that our lecturer is stuck in Lagos so today's intro lecture can miss me. 🙄🙄,2016-07-21,POINT (18.4241 -33.9249),2300,0,1,0,1,0.75,-0.175,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7762,#RhodesUniversity:  to ensure that no academically deserving student is turned away from RU simply because he/she cannot pay fees.,2016-07-21,POINT (28.10355085 -25.9884044),5246,1,0,0,0,0.1,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,132
7763,I sometimes miss the high school days. A teacher would beg you to submit your work,2016-07-21,POINT (25.6551647 -25.87331675),3545,0,0,0,0,0.3333333333333333,0.25,Positive,North West,Ngaka Modiri Molema,Mafikeng,27
7764,"Khona sohliphika sonke 😂 ""@zeema_k: Babes Wodumo needs to open up a dance school so that we can all be great😤""",2016-07-20,POINT (28.50803775 -26.24678575),236,0,0,0,0,0.5399999999999999,0.16,Positive,Gauteng,Ekurhuleni,Ekurhuleni,75
7765,"I mean! ""@zeema_k: Babes Wodumo needs to open up a dance school so that we can all be great😤""",2016-07-20,POINT (28.50803775 -26.24678575),236,1,0,1,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,75
7766,Be an agent of change. Apply ONLINE by 4 August. https://t.co/SFwIlokz8Z #goals #nmmu #education https://t.co/uKS30uX7Kw,2016-07-20,POINT (25.5553161 -33.90756195),28941,1,0,1,0,0.6,0.2,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7767,"Nosibusiso Sifehle (16), a high school student came to #AIDS2016 to get some education. https://t.co/dP8Mfag7DQ https://t.co/MZGp6pZ7yP",2016-07-20,POINT (27.968098050000002 -26.276138500000002),41530,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7768,"#SADTC Roadshow at CPUT, Tygerberg Hospital campus Delegate registration underway. https://t.co/6py3yI48pP",2016-07-20,POINT (18.5900977 -33.9012011),64,0,0,0,0,0.8500000000000001,-0.05,Negative,Western Cape,City of Cape Town,City of Cape Town,2
7769,#Zuma says his visit to the school is to celebrate Mandela's love for children and education. CM,2016-07-20,POINT (28.21708905 -25.997561699999995),781577,1,0,0,1,0.5,0.9765625,Positive,Gauteng,Ekurhuleni,Ekurhuleni,7
7770,"Prof Kupe from WITS: Last year, fees did not in fact fall. There is still a major issue with the funding for education and it is misleading",2016-07-20,POINT (18.4241 -33.9249),1834,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7771,"Strike!!!!
#DUT_SASCO @ Durban University of Technology-Steve Biko Campus https://t.co/Xzfi0LDlin",2016-07-20,POINT (30.97257945 -29.9006358),889,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7772,"From YouTube Pioneer Sal Khan, A School With Real Classrooms... Loving the new concepts &amp; movements in education. https://t.co/GZW6m9RUWJ",2016-07-20,POINT (19.00906205 -34.154448200000004),180,0,0,1,0,0.0,0.0,Neutral,Western Cape,Overberg,Theewaterskloof,14
7773,😂😂😂 she eats his school fees money with him. This girl is lying! #askaman,2016-07-20,POINT (27.968098050000002 -26.276138500000002),1049,1,0,0,0,0.5,0.2,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7774,Apparently there is a campus shutdown! @JournalismIziko #STUDENTISSUES the masses are off to Ritson and Steve Biko,2016-07-20,POINT (30.97257945 -29.9006358),1154,1,0,0,0,0.5,0.2,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
7775,“No matter how good the school; education is in your own hands. Education must be self-education.” (Robert Henri),2016-07-20,POINT (27.968098050000002 -26.276138500000002),1527,1,0,0,0,0.55,-0.3,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
7776,University of Pretoria students. You can see your marks even if you haven't paid your fees. RT for awareness 👏👊,2016-07-20,POINT (28.184066 -25.75260515),1634,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7777,"[ON AIR] @NMMU4U student Azola Dayile: structural &amp; sexual policies remain issue, students still owing fees #FeesMustFall #AMLive #sabcnews",2016-07-20,POINT (27.968098050000002 -26.276138500000002),101421,3,0,0,0,0.4545454545454545,0.1363636363636363,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7778,"Dear @mzokoloko  who's your Sunday School Teacher? 

Amanga amangaka 😂😂😂😂😂😂

Johna wayethunywe eNinive yena waya e Ntarashishi 😂😂😂😂😂😂😂",2016-07-20,POINT (30.97257945 -29.9006358),4860,1,1,3,1,0.125,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7779,You send your kid to a private school but cant afford fees. Haska! https://t.co/hKk5HublhV,2016-07-20,POINT (28.10355085 -25.9884044),5246,0,0,0,0,0.1,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,132
7780,"There's a res shutdown at South Point Woodstock today, just got woken up now 😭😭",2016-07-20,POINT (18.4241 -33.9249),7471,0,0,1,1,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7781,"Whoever wins the R85mil, can I have R100k for school fees? 😭😩 I promise I'm smart, you won't regret it.",2016-07-19,POINT (28.92316495 -26.373758600000002),6865,0,0,0,0,0.0666666666666666,0.0,Neutral,Mpumalanga,Gert Sibande,Govan Mbeki,6
7782,You remember when the teacher left the class and we all went buck in primary school.. then that silence when she comes back.. the TL is...,2016-07-19,POINT (28.1361401 -25.860880649999995),10239,0,1,0,0,0.5700000000000001,0.4499999999999999,Positive,Gauteng,City of Tshwane,City of Tshwane,70
7783,"case closed.. 😂😂""@War2ren_: I think I'm about to watch School Dance for the thousandth time tho. Ningandiphikisi! Ondiphikisayo ngumkanja""",2016-07-19,POINT (18.37567285 -34.130365600000005),2469,0,0,0,0,1.0,-0.25,Negative,Western Cape,City of Cape Town,City of Cape Town,69
7784,I think I'm about to watch School Dance for the thousandth time tho. Ningandiphikisi! Ondiphikisayo ngumkanja,2016-07-19,POINT (18.83334435 -33.928147949999996),6266,0,0,0,0,0.0,0.0,Neutral,Western Cape,Cape Winelands,Stellenbosch,11
7785,You thought he was a blesser but he spent his child's school fees and his last pay cheque on you last night...🤔,2016-07-19,POINT (27.8575825 -33.02201395),445,0,0,0,0,0.0,0.0,Neutral,Eastern Cape,Buffalo City,Buffalo City,19
7786,"""Put your graffiti on me!""♡ @r0ch3rss @ NMMU - Education Faculty https://t.co/U27seuqY4U",2016-07-19,POINT (25.5553161 -33.90756195),730,0,0,0,0,0.775,0.1,Positive,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7787,JHB IT entrepreneur sues MEC Panyaza Lesufi for stealing her online school registration website @Lesufi,2016-07-19,POINT (28.1361401 -25.860880649999995),2210,0,1,0,0,0.5,0.1363636363636363,Positive,Gauteng,City of Tshwane,City of Tshwane,70
7788,Have you ever felt this way about school? #education https://t.co/hfemdg1ImA,2016-07-19,POINT (27.0822525 -26.720464),477,0,0,3,0,0.375,-0.125,Negative,North West,Dr Kenneth Kaunda,Ventersdorp/Tlokwe,12
7789,Lecture done. Pitch done. Someone throw me into a chocolate milkshake.,2016-07-19,POINT (28.2430799 -26.0858619),9965,0,0,1,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,16
7790,"@unisa your phones have been down for 2wks,what's going on??I'm struggling with my registration😈😈😈😈",2016-07-19,POINT (28.06061305 -26.058708),855,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7791,A Lecturer is only good when you prepare for their lecture!!,2016-07-19,POINT (18.4241 -33.9249),8199,0,0,0,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7792,"He says ""education is key"" yet his #ANC got is idling whilst thousands of kids in #Vuwani still not in school.Ironic https://t.co/crrUmbIh8q",2016-07-19,POINT (18.4241 -33.9249),8158,1,0,2,0,0.4,-0.1,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7793,Does uct even have an src 😂🙆🏾🙆🏾if so they are super useless 😂like wow https://t.co/UL4wVyvWvG,2016-07-18,POINT (18.4241 -33.9249),4600,0,0,0,1,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
7794,"@MrMenziN ey Menzi,  my gran's son was strike by a lightning on his way back from school. My gran hates summertime cos hlezi kuduma.",2016-07-18,POINT (30.7669662 -30.168899349999997),556,1,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,99
7795,That moment when the most feared high school teacher cracks a joke in a class and no one laughs,2016-07-18,POINT (27.968098050000002 -26.276138500000002),52,0,1,0,0,0.4449999999999999,0.105,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7796,I should probably block anything that has to do with NWU.,2016-07-18,POINT (27.968098050000002 -26.276138500000002),3624,2,2,0,2,0.35,0.15,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7797,@mandeladay MEC @Lesufi joined by @Vodacom at Maxeke Secondary School. Transforming education. Empowering learners https://t.co/A7bt6YkKcf,2016-07-18,POINT (27.8579013 -26.52795665),694,2,0,4,0,0.0,0.0,Neutral,Gauteng,Sedibeng,Emfuleni,44
7798,@mandeladay  MEC GDE @Lesufi joined by @Vodacom at Maxeke Secondary School. Transforming education. Empowering learners @NelsonMandela,2016-07-18,POINT (27.95745755 -26.0197197),694,0,0,4,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,96
7799,"Anyone looking for student accommodation around Johannesburg, New Doornfontein? Let me know. RT for awareness.",2016-07-18,POINT (27.968098050000002 -26.276138500000002),4509,9,1,1,1,0.5,0.125,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7800,'Education is a spear to life' says a learner at Senaoane Secondary School #MandelaDay2016 @NandiMayathulaK https://t.co/hi7XtZcF9Z,2016-07-18,POINT (27.875271750000007 -26.2564214),31219,0,0,0,0,0.75,0.375,Positive,Gauteng,City of Johannesburg,City of Johannesburg,37
7801,"Next to DUT city campus, kuyaculwa n shouts of amandla https://t.co/KIXSd9LiFt",2016-07-18,POINT (30.97257945 -29.9006358),429,0,0,0,1,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7802,Parents hold ‘coffin’ protest over female principal at uMlazi school @noeleneb https://t.co/1JGSlhhsBZ https://t.co/KAXeiQZ4sO,2016-07-18,POINT (30.97257945 -29.9006358),18849,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,64
7803,"Whats the difference between  scared,afraid,shaken,frightened,etc in that context??School fees must be refunded!😅😅  https://t.co/nWPGYoOIuJ",2016-07-18,POINT (28.2430799 -26.0858619),984889,4,2,12,0,1.0,-0.5,Negative,Gauteng,Ekurhuleni,Ekurhuleni,16
7804,"@unisa I'm struggling getting onto the myUnisa site, also the registration seems not to have gone through! Please help.",2016-07-18,POINT (28.06061305 -26.058708),933,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
7805,So you call in #AskAMan and ask how to break up with a man who have paid for your school fees because there's a new guy in town ?😨🤔🤔🤔,2016-07-18,POINT (28.21708905 -25.997561699999995),5485,0,1,3,0,0.0,0.0,Neutral,Gauteng,Ekurhuleni,Ekurhuleni,7
7806,Should have saved that school fees money instead,2016-07-18,POINT (27.95745755 -26.0197197),833,0,0,0,0,0.6000000000000001,0.55,Positive,Gauteng,City of Johannesburg,City of Johannesburg,96
7807,The government say education is the key... You go to school get ur qualification they don't give you a job😔,2016-07-18,POINT (27.95745755 -26.0197197),833,0,0,0,0,0.2888888888888889,-0.1555555555555555,Negative,Gauteng,City of Johannesburg,City of Johannesburg,96
7808,Look inside and speak your mind. Apply ONLINE by 4 August. https://t.co/SFwIlokz8Z #goals #education #nmmu https://t.co/cZMiaDutYX,2016-07-18,POINT (25.5553161 -33.90756195),28941,1,0,1,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7809,"It is the Handover of Sobingindawo Primary school to the Department of Education 

Big Ups to… https://t.co/hXdL4imyAU",2016-07-18,POINT (29.168893799999996 -25.8457775),7262,0,0,0,0,0.0666666666666666,0.0999999999999999,Positive,Mpumalanga,Nkangala,Emalahleni,12
7810,Basic Education MInister Angie Motshekga will this morning address the official Library Hand-over at Thlasedi Primary School #MandelaDay,2016-07-18,POINT (28.184066 -25.75260515),384919,2,0,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7811,"#BeMoreMadiba #MandelaDay ,,EDUCATION IS A AKEY TO SUCCESS --Nelson Mandela
BACK TO SCHOOL
18.07.16 https://t.co/hsoPjgVWv2",2016-07-18,POINT (25.560510999999998 -33.8697606),10563,0,0,1,0,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,25
7812,Experience is a good school but the fees are high! #Quotes #MondayMotivation with #70vibeFm #2listen https://t.co/4si8UiE5Ly,2016-07-18,POINT (18.4241 -33.9249),7722,0,0,0,0,0.5357142857142857,-0.1428571428571428,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7813,I heard there's going to be another strike at NMMU tomorrow,2016-07-17,POINT (25.5553161 -33.90756195),12588,0,0,0,2,0.0,0.0,Neutral,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,11
7814,"@LeratoMosia @unisa butle monna,  registration o buang ka yona ke ya for which semester? Lmao",2016-07-17,POINT (28.1361401 -25.860880649999995),526,0,1,0,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,70
7815,@Lesufi 1/2 and they still want to pay however half of the fees in the gorvenment school,2016-07-17,POINT (27.875271750000007 -26.2564214),1349,0,0,1,0,0.5,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
7816,@Lesufi Sir please advise who qualifies for school fees exemption?,2016-07-17,POINT (27.875271750000007 -26.2564214),1349,0,1,1,2,0.5,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,37
7817,"Can we strike about  why Nelson Mandela can't  celebrate  his 98th birthday  with us tomorrow  ke?
I'm  so not ready for school😢😢",2016-07-17,POINT (28.184066 -25.75260515),1348,2,1,5,1,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
7818,We will be outside Umthombo Building and at the bus stop on Education Campus 2mrw selling cupcakes raising funds for the food bank.,2016-07-17,POINT (27.968098050000002 -26.276138500000002),266,3,0,2,1,1.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7819,#NMAL2016 Gates: at university level we need to broaden access but increase quality of Education to produce next set of innovative leaders,2016-07-17,POINT (28.38669405 -25.7108117),190636,29,0,14,1,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,18
7820,Always an education when #ProfNjabulo speaks.#LivingTogether is the theme for this lecture really excited to hear what #BillGates will say,2016-07-17,POINT (27.968098050000002 -26.276138500000002),5434,0,0,1,0,0.55,0.05,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7821,Wow this girl is talking out her neck! School fees? Hospital bills? Clothes? Like 🤔 children are expensive!  https://t.co/rGkZCKH7YL,2016-07-17,POINT (18.4241 -33.9249),3846,0,0,0,0,0.71875,0.29375,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7822,"This year @NelsonMandela hosts the Nelson Mandela Lecture in Mamelodi, an important site of struggle for freedom #MandelaDay2016",2016-07-17,POINT (28.38669405 -25.7108117),281196,5,0,3,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,18
7823,Comprehensive sexual education must be part of all school curricula. A challenge to the Champions. #AIDS2016 #ProTESTHIV,2016-07-17,POINT (31.06455755 -29.734555399999998),1116,4,0,4,1,0.7,-0.475,Negative,KwaZulu-Natal,eThekwini,eThekwini,35
7824,"@RealTshemedi honestly speaking, anyone who thinks winning a YOU award is an achievement needs to get a refund for their school fees. 😕😕😕",2016-07-16,POINT (27.968098050000002 -26.276138500000002),2149,0,0,0,0,0.6527777777777778,0.0027777777777778,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
7825,Watching Rich Kids is breaking me. That time ngine stress se school fees 😭😭,2016-07-15,POINT (28.92316495 -26.373758600000002),6865,5,0,0,1,0.75,0.15,Positive,Mpumalanga,Gert Sibande,Govan Mbeki,6
7826,i was busy doing online registration at UNISA their system just decided to shutdown mxm,2016-07-15,POINT (29.4770012 -23.9162345),22194,0,0,0,1,0.2888888888888889,-0.1555555555555555,Negative,Limpopo,Capricorn,Polokwane,22
7827,Have just seen the gym on campus move from team instinct to valor to mystic in the passed hour 👀 that power struggle,2016-07-15,POINT (18.4241 -33.9249),9236,0,1,2,0,0.5785714285714285,-0.3142857142857143,Negative,Western Cape,City of Cape Town,City of Cape Town,115
7828,"Thanx Bonang for da  helps out student with fees 
@bonang_m  You a a Role Model https://t.co/YtHLywAWDT",2016-07-15,POINT (27.968098050000002 -26.276138500000002),1671,0,0,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
7829,A beautiful day at Lulama primary school - children are our future! Green Education 💚 #MissEarth2016 @missearth_sa https://t.co/2XvCFxt0XR,2016-07-15,POINT (27.945846000000003 -26.2485533),302,5,0,8,0,0.1666666666666666,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,26
7830,"@SASCO_Maties @tshepomagwaba SASCO, let us know if we can assist from the SRC side.",2016-07-15,POINT (18.83334435 -33.928147949999996),5370,1,1,1,0,0.3,0.2,Positive,Western Cape,Cape Winelands,Stellenbosch,11
7831,School starting on Monday....the way I am seeing the situation....lol....the hard life of a teacher! https://t.co/UtippFkZjb,2016-07-15,POINT (24.7638326 -28.7456859),4,0,0,0,0,0.0,0.0,Neutral,Nothern Cape,Frances Baard,Sol Plaatjie,20
7832,Experience is a good school but the fees are high! #Quotes #TGIF with #70vibeFm https://t.co/Eg3WlIlOY3 https://t.co/xlNS8sEaXx,2016-07-15,POINT (18.4241 -33.9249),7722,0,0,0,0,0.2,0.2,Positive,Western Cape,City of Cape Town,City of Cape Town,115
7833,"Shem poor Siki, sounding like a school teacher, she's got her hands full with this lot #electiondebate2016#ENCA",2016-07-14,POINT (28.184066 -25.75260515),95,0,0,0,0,0.1625,0.1,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7834,Dif btw a White student and a black. A black student waits for the lecturer to start and they follow. A white starts then the lecturer fol..,2016-07-14,POINT (26.8497171 -32.7891125),402,0,0,0,0,0.5,0.125,Positive,Eastern Cape,Amathole,Raymond Mhlaba,11
7835,"I knew the whole dance to ciara's promise, I was at school grinding on air and trees :(",2016-07-14,POINT (28.184066 -25.75260515),1744,1,1,0,0,0.5399999999999999,0.16,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7836,School fees 😩 maybe my social friends must assist raise money for my education 🙈,2016-07-14,POINT (28.184066 -25.75260515),984,0,0,0,0,0.5,0.5,Positive,Gauteng,City of Tshwane,City of Tshwane,60
7837,"""Education is a great engine of personal development - Nelson Mandela"", just saw a huge board written this passing by @unisa",2016-07-14,POINT (28.184066 -25.75260515),368,0,0,1,0,1.0,-0.25,Negative,Gauteng,City of Tshwane,City of Tshwane,60
7838,#UJ lecturer appointed to policy &amp; research steering committee. https://t.co/P7edPJ9Iaz @go2uj  @ujfm https://t.co/Eix5lnV92I,2016-07-14,POINT (27.968098050000002 -26.276138500000002),26772,2,0,2,0,0.2527777777777777,0.0111111111111111,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
