place_id,place_name,coords,geometry
{'place_id': '07d9cb25d6883002'},Tshwane University of Technology (Pta West),"[28.161789653108176, -25.73284461869448, 28.161789653108176, -25.73284461869448]",POINT (28.161789653108176 -25.73284461869448)
"{'coordinates': {'type': 'Point', 'coordinates': [31.43830162, -29.27958188]}, 'place_id': 'eca08d7ae81b38d2'}","Zinkwazi Beach, South Africa","[31.4285193, -29.2959745, 31.4441245, -29.2750893]",POINT (31.436321900000003 -29.285531900000002)
{'place_id': '758eb35d92705b1f'},"Jagersfontein, South Africa","[25.4191263, -29.7685897, 25.4394361, -29.7516275]",POINT (25.429281199999995 -29.760108600000002)
{'place_id': '69cd19f6124f820a'},"Britannia Bay, South Africa","[17.906681, -32.7382608, 17.9815236, -32.7008696]",POINT (17.944102299999997 -32.7195652)
"{'coordinates': {'type': 'Point', 'coordinates': [18.59023058, -33.98409067]}, 'place_id': '6531dee6c3df3b75'}","Crossroads, South Africa","[18.5740635, -34.0002428, 18.624653, -33.9790622]",POINT (18.59935825 -33.989652500000005)
"{'coordinates': {'type': 'Point', 'coordinates': [18.4209299, -33.92302]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9db8305c87002'},Garden Court South Beach Hotel Durban,"[31.039353637946967, -29.85753248396497, 31.039353637946967, -29.85753248396497]",POINT (31.039353637946967 -29.85753248396497)
{'place_id': '07d9df420fc84001'},uShaka Beach Promenade,"[31.04506358127567, -29.866035856666088, 31.04506358127567, -29.866035856666088]",POINT (31.04506358127567 -29.866035856666088)
{'place_id': '07d9cceaa2083003'},emalahleni,"[29.24135451255282, -25.86356767047569, 29.24135451255282, -25.86356767047569]",POINT (29.24135451255282 -25.86356767047569)
{'place_id': '1553927a06d41001'},The Gary Player Golf Course and Country Club,"[27.099286056822216, -25.34562377039776, 27.099286056822216, -25.34562377039776]",POINT (27.099286056822216 -25.34562377039776)
"{'coordinates': {'type': 'Point', 'coordinates': [27.89634705, -26.22506291]}, 'place_id': '3e46a98adcf05e59'}","Meadowlands, South Africa","[27.8651453, -26.2359005, 27.9219768, -26.1964777]",POINT (27.89356105 -26.2161891)
"{'coordinates': {'type': 'Point', 'coordinates': [18.54406269, -33.95634623]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9cc3aaf084000'},OR Tambo Aircraft Observation Deck,"[28.231215780065405, -26.133604956943657, 28.231215780065405, -26.133604956943657]",POINT (28.231215780065405 -26.133604956943657)
"{'coordinates': {'type': 'Point', 'coordinates': [28.13611111, -26.17944444]}, 'place_id': 'ce95c16ec6ba3d50'}","Bedfordview, South Africa","[28.1127369, -26.1967921, 28.1606167, -26.1491288]",POINT (28.1366768 -26.172960449999998)
{'place_id': '10f7dce80d96b000'},The Three Rondavels,"[30.820426940917965, -24.56156590900958, 30.820426940917965, -24.56156590900958]",POINT (30.820426940917965 -24.56156590900958)
"{'coordinates': {'type': 'Point', 'coordinates': [27.8041056, -26.1095172]}, 'place_id': '4ec9da6f844e59df'}","Krugersdorp, South Africa","[27.6133572, -26.1811025, 27.8401902, -26.0231441]",POINT (27.7267737 -26.102123300000002)
"{'coordinates': {'type': 'Point', 'coordinates': [28.20646734, -25.9333618]}, 'place_id': 'b5af48116ab90540'}","Clayville, South Africa","[28.1663732, -25.9854046, 28.2634997, -25.9034091]",POINT (28.21493645 -25.94440685)
{'place_id': '6f8caae5dee7bf69'},"Namahadi, South Africa","[28.48769, -27.2737791, 28.521967, -27.2452831]",POINT (28.504828500000006 -27.2595311)
{'place_id': '07d9e53316881001'},Harrowdene Office Park,"[28.088141505572132, -26.06511032144513, 28.088141505572132, -26.06511032144513]",POINT (28.088141505572132 -26.06511032144513)
{'place_id': '07d9e26f0e882000'},Hillcrest durban,"[30.711479, -29.783119, 30.711479, -29.783119]",POINT (30.711479 -29.783119)
{'place_id': '07d9d44d80886001'},Mokoena Preparatory School,"[28.06799120786125, -25.555501628445686, 28.06799120786125, -25.555501628445686]",POINT (28.06799120786125 -25.555501628445686)
"{'coordinates': {'type': 'Point', 'coordinates': [18.54650672, -33.9571865]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9f85dab485000'},Atteridgeville,"[28.064978630240926, -25.773398562471623, 28.064978630240926, -25.773398562471623]",POINT (28.064978630240926 -25.773398562471623)
"{'coordinates': {'type': 'Point', 'coordinates': [28.2807997, -26.05085508]}, 'place_id': 'd98aef293ae7311d'}","Kempton Park, South Africa","[28.1581593, -26.1689943, 28.3280005, -26.0027295]",POINT (28.2430799 -26.0858619)
{'place_id': '0c6b7b0f5ad4d001'},University Of The Free State (Qwa Qwa Campus),"[28.824717, -28.485327, 28.824717, -28.485327]",POINT (28.824717 -28.485327)
{'place_id': '07d9d6e7fe083001'},Phoenix Police Station,"[31.00820709023454, -29.701383900119474, 31.00820709023454, -29.701383900119474]",POINT (31.00820709023454 -29.701383900119474)
"{'coordinates': {'type': 'Point', 'coordinates': [28.14102823, -26.1668709]}, 'place_id': 'ce95c16ec6ba3d50'}","Bedfordview, South Africa","[28.1127369, -26.1967921, 28.1606167, -26.1491288]",POINT (28.1366768 -26.172960449999998)
"{'coordinates': {'type': 'Point', 'coordinates': [28.18866491, -25.861502]}, 'place_id': 'cc95b56a28712044'}","Centurion, South Africa","[28.0010585, -25.9448996, 28.2712217, -25.7768617]",POINT (28.1361401 -25.860880649999995)
{'place_id': '07d9cc87a1080000'},MidCity Square,"[28.21446356496891, -25.757837637245697, 28.21446356496891, -25.757837637245697]",POINT (28.21446356496891 -25.757837637245697)
{'place_id': 'a5b2f95e2525aa3d'},"Mapumulo, South Africa","[30.7230999, -30.0872476, 30.8146163, -30.0007708]",POINT (30.768858100000003 -30.0440092)
"{'place_id': '7121af66477b3dda', 'coordinates': {'type': 'Point', 'coordinates': [30.7792695, -29.76233162]}}","Hillcrest, South Africa","[30.7524863, -29.800967, 30.7882594, -29.7526323]",POINT (30.77037285 -29.77679965)
{'place_id': '07d9cd5b80081000'},Two Rivers Platinum,"[30.104892220880256, -24.9339431863394, 30.104892220880256, -24.9339431863394]",POINT (30.104892220880256 -24.9339431863394)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.04258718, -26.14419022]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.18793226, -25.75311122]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
"{'place_id': '9d7cae88ff6a29f5', 'coordinates': {'type': 'Point', 'coordinates': [30.97266566, -29.83975439]}}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.33873077, -29.58196077]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': 'ebe662e79df82391', 'coordinates': {'type': 'Point', 'coordinates': [29.9077, -23.03341]}}","Makhado, South Africa","[29.881609, -23.0738754, 29.9401988, -23.0222221]",POINT (29.910903900000005 -23.04804875)
"{'place_id': '65f2ae45dda7c428', 'coordinates': {'type': 'Point', 'coordinates': [30.62994584, -29.74231578]}}","Cato Ridge, South Africa","[30.5743895, -29.7421851, 30.6521268, -29.6899659]",POINT (30.61325815 -29.716075500000002)
{'place_id': '07d9ed65e5884001'},South African Broadcasting Corporation,"[28.010533875266074, -26.186140626158213, 28.010533875266074, -26.186140626158213]",POINT (28.010533875266074 -26.186140626158213)
{'place_id': 'c868453ba42bc5a2'},"Shelly Beach, South Africa","[30.3974557, -30.8201963, 30.4246532, -30.7778009]",POINT (30.41105445 -30.798998599999997)
{'place_id': '07d9eaac4ec84001'},"Styldrift Mine, No. 1 Shaft","[27.1106, -25.399, 27.1106, -25.399]",POINT (27.1106 -25.399)
"{'place_id': '80d77440d7bd9308', 'coordinates': {'type': 'Point', 'coordinates': [28.2409671, -26.2325897]}}","Boksburg, South Africa","[28.1894483, -26.4014473, 28.308244, -26.128581]",POINT (28.248846149999995 -26.26501415)
"{'place_id': '3092a7a88eb4db2b', 'coordinates': {'type': 'Point', 'coordinates': [30.70414969, -29.77754928]}}","Drummond, South Africa","[30.6659262, -29.7833301, 30.7129475, -29.7433493]",POINT (30.68943685 -29.7633397)
"{'place_id': '98665f7e92424b02', 'coordinates': {'type': 'Point', 'coordinates': [18.75191836, -33.83102266]}}","Kraaifontein, South Africa","[18.6635684, -33.8770655, 18.7906474, -33.769571]",POINT (18.7271079 -33.82331825)
"{'place_id': '1744381d2805a216', 'coordinates': {'type': 'Point', 'coordinates': [27.92652949, -26.08009566]}}","Roodepoort, South Africa","[27.771294, -26.2656942, 27.9772907, -26.0197293]",POINT (27.87429235 -26.14271175)
{'place_id': '125a3d951f146001'},The Heads,"[30.481391858756414, -25.094139965961887, 30.481391858756414, -25.094139965961887]",POINT (30.481391858756414 -25.094139965961887)
"{'place_id': 'a52d60033b57c5c7', 'coordinates': {'type': 'Point', 'coordinates': [28.1406, -26.2652]}}","Alberton, South Africa","[28.05319, -26.3907475, 28.1504779, -26.2457648]",POINT (28.10183395 -26.31825615)
"{'place_id': 'd0848b8367022de8', 'coordinates': {'type': 'Point', 'coordinates': [29.4656743, -23.89789121]}}","Polokwane, South Africa","[29.3915768, -23.9976483, 29.5624256, -23.8348207]",POINT (29.4770012 -23.9162345)
{'place_id': '07d9e42eb9086000'},Holstein Meats,"[28.212676311049247, -26.122460977415894, 28.212676311049247, -26.122460977415894]",POINT (28.212676311049247 -26.122460977415894)
{'place_id': '68a52d862e748a0c'},"Felixton, South Africa","[31.8845157, -28.8396015, 31.9041786, -28.8210335]",POINT (31.894347149999998 -28.8303175)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.417, -33.917]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'place_id': 'b0d9395125811fe5', 'coordinates': {'type': 'Point', 'coordinates': [31.2085718, -29.4428151]}}","Shakaskraal, South Africa","[31.202563, -29.4557165, 31.2290411, -29.4373884]",POINT (31.21580205 -29.44655245)
{'place_id': '090e736698946000'},Kimberley Country House,"[24.777056, -28.749903, 24.777056, -28.749903]",POINT (24.777056 -28.749903)
{'place_id': '07d9f7623b087001'},Mitchells plain town centre,"[18.620145918561956, -34.05193413317832, 18.620145918561956, -34.05193413317832]",POINT (18.620145918561956 -34.05193413317832)
{'place_id': '07d9dfae25882004'},"Thornton, Cape Town","[18.53244634604069, -33.92331084700047, 18.53244634604069, -33.92331084700047]",POINT (18.53244634604069 -33.92331084700047)
{'place_id': '07d9e3c8d5083001'},Danie Craven Stadium,"[18.873310089111328, -33.9404049177765, 18.873310089111328, -33.9404049177765]",POINT (18.873310089111328 -33.9404049177765)
{'place_id': '03f5f5750405c437'},"Malagazi, South Africa","[30.883141, -30.0091419, 30.9141277, -29.9879175]",POINT (30.898634350000002 -29.998529700000002)
{'place_id': '07d9cfcdfbc86002'},Flagstaff,"[29.487597965169673, -31.09910061234397, 29.487597965169673, -31.09910061234397]",POINT (29.487597965169673 -31.09910061234397)
{'place_id': '07d9cf2133885000'},Lenasia South Community Hospital,"[27.849989, -26.377135, 27.849989, -26.377135]",POINT (27.849989 -26.377135)
{'place_id': 'e45663144b789517'},"Modjadjiskloof, South Africa","[30.1234684, -23.7083569, 30.1483929, -23.6813107]",POINT (30.13593065 -23.694833799999998)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.05, -26.15]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.3353547, -29.57818338]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': 'fda0767e4dc75f0b', 'coordinates': {'type': 'Point', 'coordinates': [26.80414, -29.18383]}}","Thaba Nchu, South Africa","[26.6482139, -29.2416459, 26.9383776, -29.108573]",POINT (26.79329575 -29.175109449999997)
"{'coordinates': {'type': 'Point', 'coordinates': [30.51491838, -29.72970729]}, 'place_id': 'df6eef91c0b398f0'}","Mkhambathini, South Africa","[30.3943989, -30.0462003, 30.680372, -29.6255616]",POINT (30.53738545 -29.83588095)
{'place_id': '0fbeb100dc146000'},Sheraton Pretoria Hotel,"[28.21190003438585, -25.745245635055262, 28.21190003438585, -25.745245635055262]",POINT (28.21190003438585 -25.745245635055262)
"{'coordinates': {'type': 'Point', 'coordinates': [18.58830478, -33.8845232]}, 'place_id': 'db8a85083b631e4f'}","Parow, South Africa","[18.5572133, -33.944865, 18.6229821, -33.8575372]",POINT (18.5900977 -33.9012011)
{'place_id': 'f970c0f7a5e51282'},"Derby, South Africa","[27.0332688, -25.9155299, 27.0505617, -25.8953721]",POINT (27.04191525 -25.905451)
{'place_id': '0a64037cb9962000'},Phinda Zuka Lodge,"[32.444597, -27.81811, 32.444597, -27.81811]",POINT (32.444597 -27.81811)
{'place_id': '07d9f3a5c5480000'},St John Vianney Seminary,"[28.23007927664232, -25.77802628051196, 28.23007927664232, -25.77802628051196]",POINT (28.23007927664232 -25.77802628051196)
{'place_id': 'aba4378d1aca4b0e'},"Phagameng, South Africa","[28.4144222, -24.703949, 28.4527783, -24.6841528]",POINT (28.433600249999998 -24.6940509)
"{'coordinates': {'type': 'Point', 'coordinates': [18.4254847, -33.93216587]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '005189fc87c37e49'},"Beachview, South Africa","[25.3113419, -34.0058502, 25.3358564, -33.9940344]",POINT (25.32359915 -33.9999423)
"{'coordinates': {'type': 'Point', 'coordinates': [30.35619199, -29.57716195]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9d9364b486001'},Downtown Jo'burg,"[28.05252190398547, -26.20348476807721, 28.05252190398547, -26.20348476807721]",POINT (28.05252190398547 -26.20348476807721)
{'place_id': '07d9dab792488001'},"Phatsima, North West","[27.006978, -25.395099, 27.006978, -25.395099]",POINT (27.006978 -25.395099)
{'place_id': '11aeb18943946003'},Total Airport Industria,"[18.587595, -33.978241, 18.587595, -33.978241]",POINT (18.587595 -33.978241)
{'place_id': '108356704996a002'},SPAR Express at SHELL Northpine,"[18.708381056785583, -33.86713506007348, 18.708381056785583, -33.86713506007348]",POINT (18.708381056785583 -33.86713506007348)
{'place_id': '07d9f3667b484000'},The Clarens Golf and Trout Estate,"[28.43053461905441, -28.5116345954442, 28.43053461905441, -28.5116345954442]",POINT (28.43053461905441 -28.5116345954442)
"{'place_id': '40e9b96d1467ef32', 'coordinates': {'type': 'Point', 'coordinates': [18.62559278, -33.99820126]}}","Mfuleni, South Africa","[18.6243894, -34.0395434, 18.7351933, -33.9856552]",POINT (18.67979135 -34.0125993)
"{'place_id': '1744381d2805a216', 'coordinates': {'type': 'Point', 'coordinates': [27.8709, -26.1369]}}","Roodepoort, South Africa","[27.771294, -26.2656942, 27.9772907, -26.0197293]",POINT (27.87429235 -26.14271175)
{'place_id': '0ae0b056ce560000'},Durnacol Sports Complex,"[30.032469, -28.038969, 30.032469, -28.038969]",POINT (30.032469 -28.038969)
"{'place_id': '77f7184aca0f1561', 'coordinates': {'type': 'Point', 'coordinates': [28.39907482, -26.30424875]}}","Kwa-Thema, South Africa","[28.3805645, -26.3250303, 28.4271836, -26.2768397]",POINT (28.40387405 -26.300935000000003)
"{'place_id': '7071aa202afcdd87', 'coordinates': {'type': 'Point', 'coordinates': [31.59232378, -24.99251507]}}","Skukuza, South Africa","[31.5746876, -25.0043915, 31.6107754, -24.9800553]",POINT (31.5927315 -24.9922234)
{'place_id': '3580838a8027e533'},"Ekandustria, South Africa","[28.6689249, -25.7137399, 28.7166922, -25.6753404]",POINT (28.692808550000002 -25.69454015)
"{'place_id': 'db8a85083b631e4f', 'coordinates': {'type': 'Point', 'coordinates': [18.574031, -33.884524]}}","Parow, South Africa","[18.5572133, -33.944865, 18.6229821, -33.8575372]",POINT (18.5900977 -33.9012011)
"{'place_id': '7efc470da463c9f0', 'coordinates': {'type': 'Point', 'coordinates': [27.82953628, -26.23234087]}}","Soweto, South Africa","[27.7947598, -26.3054355, 27.9557837, -26.2074073]",POINT (27.875271750000007 -26.2564214)
{'place_id': '07d9f65c36c87000'},Army Surplus Store,"[28.1731874131336, -25.75371780434722, 28.1731874131336, -25.75371780434722]",POINT (28.1731874131336 -25.75371780434722)
"{'place_id': '5b9aab850cb1fd43', 'coordinates': {'type': 'Point', 'coordinates': [28.01061, -25.92655]}}","Diepsloot, South Africa","[27.9959863, -25.9602009, 28.0409537, -25.9121123]",POINT (28.01847 -25.9361566)
{'place_id': '789a6d6ef138caba'},"Petsana, South Africa","[28.438442, -27.8114547, 28.4655108, -27.7930171]",POINT (28.4519764 -27.8022359)
{'place_id': '0fc2a6c57615b000'},Shell,"[26.86407718, -28.10499973, 26.86407718, -28.10499973]",POINT (26.86407718 -28.10499973)
"{'coordinates': {'type': 'Point', 'coordinates': [30.33445518, -29.57716703]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [27.82953628, -26.23234087]}, 'place_id': '7efc470da463c9f0'}","Soweto, South Africa","[27.7947598, -26.3054355, 27.9557837, -26.2074073]",POINT (27.875271750000007 -26.2564214)
"{'coordinates': {'type': 'Point', 'coordinates': [28.005573, -26.08412184]}, 'place_id': 'd73e8f8ebdd03aff'}","Randburg, South Africa","[27.8925632, -26.1368652, 28.0223519, -25.9025742]",POINT (27.95745755 -26.0197197)
"{'coordinates': {'type': 'Point', 'coordinates': [18.4619, -33.7974]}, 'place_id': '5ccdc4a6f900a93f'}","Milnerton, South Africa","[18.4350199, -33.9208993, 18.5572133, -33.7259229]",POINT (18.4961166 -33.8234111)
"{'coordinates': {'type': 'Point', 'coordinates': [28.01061, -25.92655]}, 'place_id': '5b9aab850cb1fd43'}","Diepsloot, South Africa","[27.9959863, -25.9602009, 28.0409537, -25.9121123]",POINT (28.01847 -25.9361566)
"{'coordinates': {'type': 'Point', 'coordinates': [28.2017, -25.7275]}, 'place_id': '0e587c59401d0a27'}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
"{'coordinates': {'type': 'Point', 'coordinates': [30.983009, -29.94157]}, 'place_id': '9d7cae88ff6a29f5'}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
{'place_id': '0fc323436014c000'},The Bungalow,"[18.37440650891068, -33.94287741133224, 18.37440650891068, -33.94287741133224]",POINT (18.37440650891068 -33.94287741133224)
{'place_id': '07d9d2e027c86000'},Kruger Mpumalanga International Airport (MQP),"[31.098565477850013, -25.385123420828293, 31.098565477850013, -25.385123420828293]",POINT (31.098565477850013 -25.385123420828293)
"{'coordinates': {'type': 'Point', 'coordinates': [18.87133598, -33.94503286]}, 'place_id': '10a589c27fc19a4c'}","Stellenbosch, South Africa","[18.6844903, -34.0629343, 18.9821984, -33.7933616]",POINT (18.83334435 -33.928147949999996)
"{'coordinates': {'type': 'Point', 'coordinates': [28.07373, -25.78059]}, 'place_id': 'f8a82bd4edcb1ca7'}","Atteridgeville, South Africa","[28.0180608, -25.8002531, 28.0991426, -25.7593954]",POINT (28.058601700000004 -25.77982425)
"{'coordinates': {'type': 'Point', 'coordinates': [18.47489039, -33.96436056]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9e4ade5481000'},City Lodge Hotel V&A Waterfront,"[18.42281475594775, -33.91381810182786, 18.42281475594775, -33.91381810182786]",POINT (18.42281475594775 -33.91381810182786)
"{'place_id': 'd98aef293ae7311d', 'coordinates': {'type': 'Point', 'coordinates': [28.22943581, -26.13280347]}}","Kempton Park, South Africa","[28.1581593, -26.1689943, 28.3280005, -26.0027295]",POINT (28.2430799 -26.0858619)
"{'place_id': '1744381d2805a216', 'coordinates': {'type': 'Point', 'coordinates': [27.94907129, -26.16802602]}}","Roodepoort, South Africa","[27.771294, -26.2656942, 27.9772907, -26.0197293]",POINT (27.87429235 -26.14271175)
{'place_id': 'd12d81004fd821b9'},"Steadville, South Africa","[29.8011208, -28.5755612, 29.8277855, -28.5560665]",POINT (29.81445315 -28.565813849999998)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.2017, -25.7275]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '5ba333b58236f3ce'},"Rayton, South Africa","[28.5246867, -25.7492914, 28.5400263, -25.7287242]",POINT (28.5323565 -25.7390078)
{'place_id': '07d9d9e18e084003'},Letlhabile Block b,"[27.847486, -25.477033, 27.847486, -25.477033]",POINT (27.847486 -25.477033)
{'place_id': '07d9e0e41b883000'},Netcafe Milpark Hospital,"[28.01484, -26.18213, 28.01484, -26.18213]",POINT (28.01484 -26.18213)
{'place_id': '0ed063091394c000'},Nkomo Village Shopping Complex,"[28.065765, -25.764225, 28.065765, -25.764225]",POINT (28.065765 -25.764225)
{'place_id': '2657fe6d78ac4400'},"Ekuphumleni, South Africa","[26.7700145, -32.1925177, 26.7985014, -32.1629482]",POINT (26.784257949999997 -32.177732950000006)
{'place_id': '07d9f03cf9887000'},Centurion Gate,"[28.19011047483766, -25.865367855805943, 28.19011047483766, -25.865367855805943]",POINT (28.19011047483766 -25.865367855805943)
"{'place_id': 'd0848b8367022de8', 'coordinates': {'type': 'Point', 'coordinates': [29.48777387, -23.90324926]}}","Polokwane, South Africa","[29.3915768, -23.9976483, 29.5624256, -23.8348207]",POINT (29.4770012 -23.9162345)
"{'place_id': 'a58fa28bce374e00', 'coordinates': {'type': 'Point', 'coordinates': [19.3833, -34.6]}}","Franskraal Strand, South Africa","[19.360569, -34.616262, 19.4143406, -34.5861371]",POINT (19.3874548 -34.601199550000004)
{'place_id': '07d9e8cdb4088000'},Plaaskombuis,"[28.352926331100758, -26.253069967500714, 28.352926331100758, -26.253069967500714]",POINT (28.352926331100758 -26.253069967500714)
{'place_id': '107804be3f94e000'},Wild Bean Cafe,"[26.865327, -28.10962185, 26.865327, -28.10962185]",POINT (26.865327 -28.10962185)
{'place_id': '07d9ed9ae0483001'},McDonald's,"[28.04192134634881, -26.203192060404504, 28.04192134634881, -26.203192060404504]",POINT (28.04192134634881 -26.203192060404504)
"{'place_id': 'a52d60033b57c5c7', 'coordinates': {'type': 'Point', 'coordinates': [28.12398661, -26.27605078]}}","Alberton, South Africa","[28.05319, -26.3907475, 28.1504779, -26.2457648]",POINT (28.10183395 -26.31825615)
{'place_id': '3fb8c62db2ceeeb4'},"Ditlhake, South Africa","[24.9833996, -29.4065576, 25.0122734, -29.3805099]",POINT (24.9978365 -29.39353375)
{'place_id': '845908fac6b4f2e4'},"Tsitsong, South Africa","[28.8376239, -30.2603198, 28.8614713, -30.2482361]",POINT (28.8495476 -30.254277950000002)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.35619199, -29.57716195]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '180be8197ef6107a'},"Cumakala, South Africa","[27.4411817, -32.5758579, 27.4631854, -32.5482205]",POINT (27.45218355 -32.5620392)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.3338591, -29.57650823]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.33513667, -29.57793781]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9e8df86881000'},River Lodge At Ezulwini,"[30.94268, -24.159365, 30.94268, -24.159365]",POINT (30.94268 -24.159365)
"{'place_id': '80d77440d7bd9308', 'coordinates': {'type': 'Point', 'coordinates': [28.2533, -26.2189]}}","Boksburg, South Africa","[28.1894483, -26.4014473, 28.308244, -26.128581]",POINT (28.248846149999995 -26.26501415)
{'place_id': '07d9e925c6482000'},KZN South Africa,"[30.989713015427927, -29.797345079055034, 30.989713015427927, -29.797345079055034]",POINT (30.989713015427927 -29.797345079055034)
{'place_id': '07d9e46598488003'},FNB Stadium,"[27.982367, -26.234897, 27.982367, -26.234897]",POINT (27.982367 -26.234897)
"{'place_id': 'a52d60033b57c5c7', 'coordinates': {'type': 'Point', 'coordinates': [28.1113, -26.306]}}","Alberton, South Africa","[28.05319, -26.3907475, 28.1504779, -26.2457648]",POINT (28.10183395 -26.31825615)
{'place_id': '07d9dbb428888003'},Cecilia Forest,"[18.426373151708557, -33.99879273410581, 18.426373151708557, -33.99879273410581]",POINT (18.426373151708557 -33.99879273410581)
"{'place_id': '5aade5721ce3c626', 'coordinates': {'type': 'Point', 'coordinates': [25.1272388, -30.71124408]}}","Colesberg, South Africa","[25.0487449, -30.7471057, 25.1430417, -30.6764272]",POINT (25.0958933 -30.71176645)
"{'place_id': 'e0fd79e0d0ed045f', 'coordinates': {'type': 'Point', 'coordinates': [28.8167, -28.5333]}}","Phuthaditjhaba, South Africa","[28.7554124, -28.5647011, 28.8761408, -28.460506]",POINT (28.8157766 -28.512603549999998)
{'place_id': '07d9f2430bc82002'},"Strand, Cape Town","[18.850039574379004, -34.11951090071034, 18.850039574379004, -34.11951090071034]",POINT (18.850039574379004 -34.11951090071034)
{'place_id': '07d9cdc1fc488002'},Danville EXT 15,"[28.112007821641093, -25.744915982647683, 28.112007821641093, -25.744915982647683]",POINT (28.112007821641093 -25.744915982647683)
{'place_id': '07d9f1b78f881001'},BoChum,"[29.235702083984254, -23.277701397064707, 29.235702083984254, -23.277701397064707]",POINT (29.235702083984254 -23.277701397064707)
"{'place_id': '5ccdc4a6f900a93f', 'coordinates': {'type': 'Point', 'coordinates': [18.50621156, -33.89377911]}}","Milnerton, South Africa","[18.4350199, -33.9208993, 18.5572133, -33.7259229]",POINT (18.4961166 -33.8234111)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.41203265, -33.92645583]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9f0edde083001'},Lebowakgomo  Podungwane,"[29.583477293045274, -24.266069980752007, 29.583477293045274, -24.266069980752007]",POINT (29.583477293045274 -24.266069980752007)
