place_id,place_name,coords,geometry
{'place_id': 'e54f0139baa215ef'},"Dana Bay, South Africa","[22.0049646, -34.2104981, 22.0728008, -34.1817336]",POINT (22.038882700000002 -34.19611585)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.20225, -25.72982]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
"{'place_id': 'd98aef293ae7311d', 'coordinates': {'type': 'Point', 'coordinates': [28.2316151, -26.1349297]}}","Kempton Park, South Africa","[28.1581593, -26.1689943, 28.3280005, -26.0027295]",POINT (28.2430799 -26.0858619)
{'place_id': 'f6dae846cf714974'},"Bronkhorstspruit, South Africa","[28.6993481, -25.8606119, 28.9151615, -25.7872155]",POINT (28.807254800000003 -25.823913700000002)
{'place_id': '0ea3444bf394d001'},Thavhani Mall,"[30.463625, -22.983358, 30.463625, -22.983358]",POINT (30.463625 -22.983358)
{'place_id': '07d9e39230083001'},Design Quarter,"[28.01140308380127, -26.030592568399047, 28.01140308380127, -26.030592568399047]",POINT (28.01140308380127 -26.030592568399047)
{'place_id': '07d9e440d7082000'},Faircity Mapungubwe Hotel Apartments,"[28.037074806802803, -26.208147049897615, 28.037074806802803, -26.208147049897615]",POINT (28.037074806802803 -26.208147049897615)
{'place_id': '07d9eca088c84000'},Clifton 4th Beach,"[18.374942297319006, -33.940978316657784, 18.374942297319006, -33.940978316657784]",POINT (18.374942297319006 -33.940978316657784)
{'place_id': '495949e38e3856b4'},"Zithobeni, South Africa","[28.7039604, -25.7947951, 28.7347094, -25.7692874]",POINT (28.719334900000003 -25.78204125)
{'place_id': '3536e91fa37f8443'},"Verulam, South Africa","[30.9929577, -29.6853869, 31.0969534, -29.6157468]",POINT (31.04495555 -29.65056685)
{'place_id': 'e67af02fdcecf127'},"La Mercy, South Africa","[31.0744305, -29.6520842, 31.1413227, -29.5849231]",POINT (31.107876599999997 -29.61850365)
{'place_id': 'a94e7deace25e818'},"Villiersdorp, South Africa","[19.2731762, -34.0006636, 19.2985661, -33.9803734]",POINT (19.28587115 -33.9905185)
{'place_id': 'b6f995358c6942da'},"Noordhoek, South Africa","[18.3569827, -34.1250184, 18.403929, -34.0777997]",POINT (18.38045585 -34.10140905)
{'place_id': '14da0d4bd5d54002'},Barclay Square,"[28.20464918806334, -25.75802247760758, 28.20464918806334, -25.75802247760758]",POINT (28.20464918806334 -25.75802247760758)
"{'place_id': 'cc95b56a28712044', 'coordinates': {'type': 'Point', 'coordinates': [28.18985, -25.86498]}}","Centurion, South Africa","[28.0010585, -25.9448996, 28.2712217, -25.7768617]",POINT (28.1361401 -25.860880649999995)
{'place_id': '103012137b14e001'},Kapama River Lodge,"[31.028116, -24.426756, 31.028116, -24.426756]",POINT (31.028116 -24.426756)
"{'place_id': 'c257bb97f95ba4c8', 'coordinates': {'type': 'Point', 'coordinates': [27.91845714, -33.01877241]}}","East London, South Africa","[27.7630661, -33.1028619, 27.9520989, -32.941166]",POINT (27.8575825 -33.02201395)
"{'place_id': 'b743bd4031dd59a1', 'coordinates': {'type': 'Point', 'coordinates': [18.88947408, -34.099156]}}","Somerset West, South Africa","[18.7154438, -34.2703306, 18.980373, -33.9999679]",POINT (18.8479084 -34.13514925)
{'place_id': '07d9f0fa83480000'},Protea Ranch Hotel,"[29.275287272634834, -24.045839495796695, 29.275287272634834, -24.045839495796695]",POINT (29.275287272634834 -24.045839495796695)
{'place_id': '634196a0661cef8b'},"Maclear, South Africa","[28.3303507, -31.0952651, 28.3788779, -31.0624184]",POINT (28.3546143 -31.07884175)
{'place_id': '73eb3ac6f3194576'},"Sobonakhona, South Africa","[30.6594032, -30.0558279, 30.8858346, -29.9113402]",POINT (30.7726189 -29.983584049999997)
{'place_id': '0d6c42d3acd54000'},Protea Hotel by Marriott Polokwane Ranch Resort,"[29.275546967983246, -24.045697324426744, 29.275546967983246, -24.045697324426744]",POINT (29.275546967983246 -24.045697324426744)
"{'place_id': 'ce95c16ec6ba3d50', 'coordinates': {'type': 'Point', 'coordinates': [28.14082714, -26.16691878]}}","Bedfordview, South Africa","[28.1127369, -26.1967921, 28.1606167, -26.1491288]",POINT (28.1366768 -26.172960449999998)
{'place_id': '0fc3afa6e194d000'},Steers,"[28.005833, -26.242411, 28.005833, -26.242411]",POINT (28.005833 -26.242411)
{'place_id': '07d9e52feb083002'},Sinosteel Plaza,"[28.056329330853874, -26.09729429714779, 28.056329330853874, -26.09729429714779]",POINT (28.056329330853874 -26.09729429714779)
{'place_id': '23acc538167fea69'},"Tikwana, South Africa","[25.9096968, -27.8466133, 25.9367713, -27.833194]",POINT (25.923234049999998 -27.839903650000004)
{'place_id': '07d9df04dc484000'},Leondale Suburbs,"[28.184910464386554, -26.306613290177534, 28.184910464386554, -26.306613290177534]",POINT (28.184910464386554 -26.306613290177534)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.35344887, -29.57838036]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '4e21645930b9b531', 'coordinates': {'type': 'Point', 'coordinates': [27.87469915, -26.3331781]}}","Lenasia, South Africa","[27.810449, -26.3507302, 27.8879003, -26.2954462]",POINT (27.84917465 -26.3230882)
{'place_id': 'b41ec970831960c6'},"Humansdorp, South Africa","[24.7131348, -34.0398623, 24.7960521, -33.9972191]",POINT (24.754593449999998 -34.0185407)
{'place_id': '07d9f3e91a886001'},Sandton,"[28.055986495898896, -26.10668232943248, 28.055986495898896, -26.10668232943248]",POINT (28.055986495898896 -26.10668232943248)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.42473757, -33.92339988]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '0f74b7ff7817a000'},Protea Hotel Fire & Ice! Pretoria Menlyn,"[28.2710969, -25.7868358, 28.2710969, -25.7868358]",POINT (28.2710969 -25.7868358)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.34796589, -29.5852637]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.42024124, -33.90491429]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9efabafc82002'},"Kew, Johannesburg","[28.086717193728784, -26.11951072112663, 28.086717193728784, -26.11951072112663]",POINT (28.086717193728784 -26.11951072112663)
{'place_id': '88fd70ac451c6048'},"Munsieville, South Africa","[27.7462384, -26.0830053, 27.7618279, -26.0690804]",POINT (27.754033149999998 -26.07604285)
{'place_id': '0b54aa4a568f8c93'},"Hoedspruit, South Africa","[30.9147897, -24.400843, 30.996179, -24.3307747]",POINT (30.95548435 -24.365808850000004)
{'place_id': '07d9ce7b6d480005'},Cosmo City Ext 0,"[27.93803228126057, -26.020758368618946, 27.93803228126057, -26.020758368618946]",POINT (27.93803228126057 -26.020758368618946)
{'place_id': 'dd1c51429da55863'},"Carletonville, South Africa","[27.3609731, -26.3772229, 27.4283221, -26.3411709]",POINT (27.3946476 -26.3591969)
"{'place_id': 'df6eef91c0b398f0', 'coordinates': {'type': 'Point', 'coordinates': [30.47382451, -29.6819285]}}","Mkhambathini, South Africa","[30.3943989, -30.0462003, 30.680372, -29.6255616]",POINT (30.53738545 -29.83588095)
"{'place_id': '178a87b8e2eaa375', 'coordinates': {'type': 'Point', 'coordinates': [28.0086308, -26.03467666]}}","Sandton, South Africa","[27.9829939, -26.1362658, 28.1382322, -25.9811502]",POINT (28.06061305 -26.058708)
{'place_id': '0d82a45eca54d000'},Langeberg Municipality,"[19.882298, -33.80406, 19.882298, -33.80406]",POINT (19.882298 -33.80406)
"{'coordinates': {'type': 'Point', 'coordinates': [27.91845714, -33.01877241]}, 'place_id': 'c257bb97f95ba4c8'}","East London, South Africa","[27.7630661, -33.1028619, 27.9520989, -32.941166]",POINT (27.8575825 -33.02201395)
"{'coordinates': {'type': 'Point', 'coordinates': [18.42473757, -33.92339988]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': 'da5fde1ba8cf627c'},"Reiger Park, South Africa","[28.1905183, -26.2493707, 28.2376491, -26.2143073]",POINT (28.2140837 -26.231839)
"{'coordinates': {'type': 'Point', 'coordinates': [27.07841607, -26.69086225]}, 'place_id': '1894819f73285fec'}","Potchefstroom, South Africa","[26.9820423, -26.8014951, 27.1824627, -26.6394329]",POINT (27.0822525 -26.720464)
"{'coordinates': {'type': 'Point', 'coordinates': [30.34796589, -29.5852637]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '5b9aab850cb1fd43'},"Diepsloot, South Africa","[27.9959863, -25.9602009, 28.0409537, -25.9121123]",POINT (28.01847 -25.9361566)
"{'coordinates': {'type': 'Point', 'coordinates': [30.56811, -25.9550899]}, 'place_id': '06a0e72dc29ff1e2'}","Badplaas, South Africa","[30.5556581, -25.9740621, 30.5936864, -25.9423754]",POINT (30.57467225 -25.95821875)
"{'coordinates': {'type': 'Point', 'coordinates': [18.40827584, -33.93260362]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '8ed1603072754706'},"Saint Francis Bay, South Africa","[24.8152194, -34.1892096, 24.8591592, -34.1407819]",POINT (24.8371893 -34.16499575)
"{'coordinates': {'type': 'Point', 'coordinates': [30.39450802, -29.58948615]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [28.19674778, -25.74632822]}, 'place_id': '0e587c59401d0a27'}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '07d9d0957d481003'},Ramkietjie,"[27.88058262328185, -26.079366786452916, 27.88058262328185, -26.079366786452916]",POINT (27.88058262328185 -26.079366786452916)
{'place_id': '22e0407001eb86c2'},"Bela-Bela, South Africa","[28.2679943, -24.9273913, 28.3479594, -24.8673827]",POINT (28.307976850000003 -24.897387000000002)
{'place_id': '07d9f781cd482001'},Constantia Cherry Farm,"[27.60395344031497, -28.912164725261867, 27.60395344031497, -28.912164725261867]",POINT (27.60395344031497 -28.912164725261867)
"{'coordinates': {'type': 'Point', 'coordinates': [30.90559281, -29.83661749]}, 'place_id': '62b0cb0005d01039'}","Westville, South Africa","[30.8898711, -29.8691368, 30.9629445, -29.7929432]",POINT (30.926407800000003 -29.83104)
{'place_id': '655faafea4573918'},"Maokeng, South Africa","[27.1667747, -27.6587417, 27.2287469, -27.6221134]",POINT (27.1977608 -27.64042755)
{'place_id': 'c8493e01772a0ae1'},"Onrus, South Africa","[19.1447621, -34.4225893, 19.20619, -34.3972396]",POINT (19.17547605 -34.40991445)
{'place_id': 'fc349cc09fecf7dc'},"Vukuzakhe, South Africa","[29.8952119, -27.3827633, 29.9173448, -27.3539199]",POINT (29.906278349999997 -27.3683416)
"{'coordinates': {'type': 'Point', 'coordinates': [30.29440217, -29.5402033]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
"{'coordinates': {'type': 'Point', 'coordinates': [30.35027279, -29.58449781]}, 'place_id': '52e073e7724385c3'}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': 'f5bee881d2ab161a'},"Modimolle, South Africa","[28.3754198, -24.7232513, 28.433554, -24.6784821]",POINT (28.4044869 -24.7008667)
{'place_id': '1504d0775b57c000'},Mall of the South,"[28.05794693, -26.31467249, 28.05794693, -26.31467249]",POINT (28.05794693 -26.31467249)
"{'coordinates': {'type': 'Point', 'coordinates': [30.72970221, -29.78944636]}, 'place_id': '8cb96b0e3ef15bed'}","Assegay, South Africa","[30.6960879, -29.8393311, 30.7556688, -29.7402067]",POINT (30.72587835 -29.7897689)
{'place_id': '44cfa08712229d3c'},"Duduza, South Africa","[28.3811873, -26.404561, 28.4208319, -26.3612707]",POINT (28.401009600000002 -26.38291585)
"{'coordinates': {'type': 'Point', 'coordinates': [18.40918881, -33.92765141]}, 'place_id': '8b9ec16fdc0d7e55'}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'coordinates': {'type': 'Point', 'coordinates': [28.21332561, -25.74677091]}, 'place_id': '0e587c59401d0a27'}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
"{'coordinates': {'type': 'Point', 'coordinates': [26.2233, -29.1182]}, 'place_id': '810e12ec4af983de'}","Bloemfontein, South Africa","[26.0019056, -29.2319585, 26.4243136, -28.9812176]",POINT (26.213109600000003 -29.10658805)
{'place_id': '0db7e42c0215d000'},Klipgat Caves,"[19.372609, -34.545126, 19.372609, -34.545126]",POINT (19.372609 -34.545126)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.4372, -33.92673]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '8d28591835e1c76c'},"Nyanga, South Africa","[18.5729078, -34.0018585, 18.5926983, -33.98306]",POINT (18.58280305 -33.992459249999996)
"{'place_id': '3df576639a8863de', 'coordinates': {'type': 'Point', 'coordinates': [18.92033972, -34.35576258]}}","Betty's Bay, South Africa","[18.8481941, -34.3751818, 18.9717287, -34.3495941]",POINT (18.92051 -34.34747)
{'place_id': '0bf7d6aa8f179000'},"Spark, Maboneng","[28.057661, -26.201761, 28.057661, -26.201761]",POINT (28.057661 -26.201761)
{'place_id': '144fe361a2565004'},Parrots Restaurant & Café,"[28.187725, -25.855822, 28.187725, -25.855822]",POINT (28.187725 -25.855822)
{'place_id': '8611ce594960db4c'},"Hendrina, South Africa","[29.7067745, -26.1692802, 29.7239557, -26.1477369]",POINT (29.7153651 -26.158508550000004)
{'place_id': 'f1089157e0a78bba'},"Rabie Ridge, South Africa","[28.1624291, -26.0361655, 28.1891931, -26.0087736]",POINT (28.1758111 -26.02246955)
{'place_id': '07d9d23c8b084003'},Kyalami Grand Prix Circuit,"[28.069929062618556, -25.99814091869209, 28.069929062618556, -25.99814091869209]",POINT (28.069929062618556 -25.99814091869209)
"{'place_id': '9d7cae88ff6a29f5', 'coordinates': {'type': 'Point', 'coordinates': [31.019, -29.8573]}}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
"{'place_id': '32629028f602b03f', 'coordinates': {'type': 'Point', 'coordinates': [28.15, -26.3333]}}","Katlehong, South Africa","[28.117831, -26.430327, 28.2127958, -26.2976734]",POINT (28.1653134 -26.3640002)
{'place_id': '07d9cbed1e488002'},Babanango Valley Lodge,"[31.01307, -28.292887, 31.01307, -28.292887]",POINT (31.01307 -28.292887)
{'place_id': '07d9caa989884002'},The San Deck,"[28.051341260201998, -26.107769609730628, 28.051341260201998, -26.107769609730628]",POINT (28.051341260201998 -26.107769609730628)
{'place_id': '93e8b5f2940d5a9e'},"Babanango, South Africa","[31.0742902, -28.3946527, 31.1204561, -28.3688081]",POINT (31.09737315 -28.381730400000002)
{'place_id': '07d9e45afc482001'},Gautrain Marlboro Station,"[28.11193701932477, -26.083339422800037, 28.11193701932477, -26.083339422800037]",POINT (28.11193701932477 -26.083339422800037)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.86394, -29.81008]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
{'place_id': '9b4a679714fb4e35'},"Alice, South Africa","[26.814343, -32.7996419, 26.856368, -32.759857]",POINT (26.8353555 -32.77974945)
"{'place_id': '27b2c17b988dcc52', 'coordinates': {'type': 'Point', 'coordinates': [29.19031491, -25.88244132]}}","eMalahleni, South Africa","[29.0788593, -25.9971906, 29.3804417, -25.7928753]",POINT (29.229650499999998 -25.89503295)
{'place_id': '7da15ba3ea41dcdb'},"Delmas, South Africa","[28.6587998, -26.1582738, 28.7154318, -26.0958035]",POINT (28.6871158 -26.12703865)
{'place_id': '07d9e8ace7087000'},Nestlé Babelegi,"[28.279461678183175, -25.354224585678327, 28.279461678183175, -25.354224585678327]",POINT (28.279461678183175 -25.354224585678327)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.31974916, -29.57239868]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '1ff0823643b4c7b8'},"Cullinan, South Africa","[28.4751241, -25.7088873, 28.5758451, -25.6289449]",POINT (28.5254846 -25.6689161)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.2454948, -25.653677]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
"{'place_id': 'f344308959b070f6', 'coordinates': {'type': 'Point', 'coordinates': [27.7, -26.2333]}}","Mohlakeng, South Africa","[27.685218, -26.247361, 27.7142113, -26.2144967]",POINT (27.699714649999997 -26.23092885)
{'place_id': '9e901522888f8e99'},"Thabong, South Africa","[26.7715306, -27.9832818, 26.847356, -27.9318714]",POINT (26.809443299999995 -27.9575766)
{'place_id': '046e502f3c4e0e3b'},"Tongaat, South Africa","[30.9140819, -29.7180166, 31.1842265, -29.5006541]",POINT (31.0491542 -29.60933535)
{'place_id': '07d9eed567887000'},Mohlakeng Ext,"[27.704665398866958, -26.21909130931263, 27.704665398866958, -26.21909130931263]",POINT (27.704665398866958 -26.21909130931263)
"{'place_id': 'f97402bb7ad87a15', 'coordinates': {'type': 'Point', 'coordinates': [18.35032, -34.04144]}}","Hout Bay, South Africa","[18.3076084, -34.0618095, 18.3950931, -34.005386]",POINT (18.35135075 -34.03359775)
{'place_id': '644f9972074b786d'},"Utlawanang, South Africa","[25.1104063, -27.8995399, 25.1360921, -27.880749]",POINT (25.1232492 -27.89014445)
{'place_id': '24b5e2e18204597c'},"Wolmaransstad, South Africa","[25.9557124, -27.2283003, 25.990057, -27.166798]",POINT (25.9728847 -27.19754915)
"{'place_id': '74a72b4ef7894eb4', 'coordinates': {'type': 'Point', 'coordinates': [28.4387, -26.2501]}}","Springs, South Africa","[28.3884227, -26.3364754, 28.6276528, -26.1570961]",POINT (28.50803775 -26.24678575)
{'place_id': '07d9e0fcd7086000'},Cedar Creek,"[27.974697551477377, -26.0097911774181, 27.974697551477377, -26.0097911774181]",POINT (27.974697551477377 -26.0097911774181)
"{'place_id': 'b743bd4031dd59a1', 'coordinates': {'type': 'Point', 'coordinates': [18.83634479, -34.08630511]}}","Somerset West, South Africa","[18.7154438, -34.2703306, 18.980373, -33.9999679]",POINT (18.8479084 -34.13514925)
{'place_id': 'b2f54de9a432a7ee'},"Mount Fletcher, South Africa","[28.4822621, -30.7086023, 28.5328618, -30.671228]",POINT (28.50756195 -30.689915149999997)
"{'place_id': '52e073e7724385c3', 'coordinates': {'type': 'Point', 'coordinates': [30.39450802, -29.58948615]}}","Pietermaritzburg, South Africa","[30.2563496, -29.6999989, 30.4512134, -29.5328007]",POINT (30.3537815 -29.6163998)
{'place_id': '07d9ca9ff0882000'},Onrus Beach,"[19.169629527581908, -34.41542861692341, 19.169629527581908, -34.41542861692341]",POINT (19.169629527581908 -34.41542861692341)
{'place_id': 'c0211b1f89d6ea67'},"Umtentweni, South Africa","[30.4415942, -30.7399435, 30.4823405, -30.6966581]",POINT (30.461967350000002 -30.7183008)
"{'place_id': '0e587c59401d0a27', 'coordinates': {'type': 'Point', 'coordinates': [28.27230314, -25.77635943]}}","Pretoria, South Africa","[27.9483035, -25.9157727, 28.4198285, -25.5894376]",POINT (28.184066 -25.75260515)
{'place_id': '07d9f5f22ac87002'},Sophiatown Shopping Centre,"[27.980104232818835, -26.17470746756968, 27.980104232818835, -26.17470746756968]",POINT (27.980104232818835 -26.17470746756968)
"{'place_id': 'f18b2ca47e8f60b5', 'coordinates': {'type': 'Point', 'coordinates': [31.04087827, -29.74359626]}}","Mount Edgecombe, South Africa","[31.0062948, -29.7472774, 31.0611768, -29.6875277]",POINT (31.0337358 -29.717402550000003)
{'place_id': '3c495402896e59e9'},"Zeerust, South Africa","[26.0631386, -25.5721943, 26.1101256, -25.5185197]",POINT (26.0866321 -25.545357)
"{'place_id': '1465fdb4074020c2', 'coordinates': {'type': 'Point', 'coordinates': [28.1564033, -26.24850778]}}","Germiston, South Africa","[28.119808, -26.3203251, 28.240063, -26.137332]",POINT (28.1799355 -26.228828550000003)
{'place_id': '1dbe158435db2960'},"Amanzimtoti, South Africa","[30.8575529, -30.0696808, 30.9007588, -30.0252941]",POINT (30.879155850000004 -30.04748745)
"{'place_id': 'd0848b8367022de8', 'coordinates': {'type': 'Point', 'coordinates': [29.450365, -23.903953]}}","Polokwane, South Africa","[29.3915768, -23.9976483, 29.5624256, -23.8348207]",POINT (29.4770012 -23.9162345)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.04525027, -26.20065818]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.0085144, -26.1767235]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.47371217, -34.08765922]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'place_id': 'e564d30dc173d2a8', 'coordinates': {'type': 'Point', 'coordinates': [28.0031974, -26.2125177]}}","Johannesburg, South Africa","[27.7518557, -26.5126489, 28.1843404, -26.0396281]",POINT (27.968098050000002 -26.276138500000002)
"{'place_id': '27b2c17b988dcc52', 'coordinates': {'type': 'Point', 'coordinates': [29.23521369, -25.87746379]}}","eMalahleni, South Africa","[29.0788593, -25.9971906, 29.3804417, -25.7928753]",POINT (29.229650499999998 -25.89503295)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.83548179, -29.82829069]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
{'place_id': '07d9cf6e0cc87000'},Auckland Park,"[28.193302, -26.044545, 28.193302, -26.044545]",POINT (28.193302 -26.044545)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.47595448, -33.94404945]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'place_id': '9d7cae88ff6a29f5', 'coordinates': {'type': 'Point', 'coordinates': [30.97282899, -29.81630608]}}","Durban, South Africa","[30.8789097, -30.055938, 31.0662492, -29.7453336]",POINT (30.97257945 -29.9006358)
{'place_id': '8c8fe137ac6f4668'},"Kroonstad, South Africa","[27.1369801, -27.7154541, 27.3424568, -27.5476436]",POINT (27.239718449999998 -27.63154885)
{'place_id': 'b7e8eac478c8bbdb'},"Burgersfort, South Africa","[30.2779522, -24.6994958, 30.3610737, -24.6432929]",POINT (30.31951295 -24.67139435)
{'place_id': '4667516c69d2a016'},"Ntuzuma, South Africa","[30.9193326, -29.7674988, 30.9725494, -29.7127992]",POINT (30.945940999999998 -29.740148999999995)
{'place_id': 'a35c858aec4d6d18'},"Park Rynie, South Africa","[30.7152095, -30.3476677, 30.7470845, -30.3014918]",POINT (30.731147 -30.324579749999998)
{'place_id': '07d9efac4c884001'},Saldanha Bay,"[17.978094154767593, -32.93168946456967, 17.978094154767593, -32.93168946456967]",POINT (17.978094154767593 -32.93168946456967)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.89265457, -29.83364418]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.89242219, -29.83362353]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
{'place_id': '0fc036492bafe34f'},"Witsand, South Africa","[18.5004113, -33.5930244, 18.5100877, -33.5793786]",POINT (18.505249499999998 -33.5862015)
"{'place_id': '50b3deffa469c1b6', 'coordinates': {'type': 'Point', 'coordinates': [28.30472, -25.39196]}}","Hammanskraal, South Africa","[28.26134, -25.4185684, 28.3157118, -25.3825535]",POINT (28.2885259 -25.40056095)
{'place_id': '331bd651287a3ef8'},"De Kelders, South Africa","[19.3498799, -34.571605, 19.378112, -34.5459879]",POINT (19.363995950000003 -34.55879645)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.48306748, -33.91757492]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
"{'place_id': '8b9ec16fdc0d7e55', 'coordinates': {'type': 'Point', 'coordinates': [18.39082, -33.9107]}}","Cape Town, South Africa","[18.3180332, -34.35839, 18.6600898, -33.8849254]",POINT (18.4241 -33.9249)
{'place_id': '07d9ebb524082000'},CliffCentral,"[28.06218894885262, -26.055684307030145, 28.06218894885262, -26.055684307030145]",POINT (28.06218894885262 -26.055684307030145)
{'place_id': '07d9cd2cbf085001'},June 16th Memorial Acre,"[27.872394919395447, -26.245118568360443, 27.872394919395447, -26.245118568360443]",POINT (27.872394919395447 -26.245118568360443)
"{'place_id': 'f1cdbc8568f9d5c0', 'coordinates': {'type': 'Point', 'coordinates': [18.61336177, -34.01719967]}}","Mitchell's Plain, South Africa","[18.5210965, -34.1389927, 18.6702076, -33.9970032]",POINT (18.595652049999998 -34.067997950000006)
{'place_id': '28a9e34c1e3ea140'},"Koster, South Africa","[26.8774712, -25.8823985, 26.9091477, -25.8393748]",POINT (26.893309449999997 -25.86088665)
"{'place_id': '3531e62c4c090352', 'coordinates': {'type': 'Point', 'coordinates': [30.89254367, -29.83363433]}}","Pinetown, South Africa","[30.7168107, -29.897401, 30.9115717, -29.7774201]",POINT (30.8141912 -29.83741055)
{'place_id': '07d9ca0bb9484000'},Braamfontein Centre,"[28.034215381376132, -26.193042253386054, 28.034215381376132, -26.193042253386054]",POINT (28.034215381376132 -26.193042253386054)
{'place_id': '07d9d632af086002'},Port of Richards Bay,"[32.05387264346569, -28.79271321662003, 32.05387264346569, -28.79271321662003]",POINT (32.05387264346569 -28.79271321662003)
{'place_id': '07d9d59717082003'},Zandfontein Cemetery,"[28.115665912628174, -25.69736087806181, 28.115665912628174, -25.69736087806181]",POINT (28.115665912628174 -25.69736087806181)
